 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret
1,untitled3_green_thresh.tif:Green,1.085E-4,25.328,0.099,0.029,25.323,0.094,0.010,0.010,0.012,0.012,0.000,0.015,0,2431,9,135.000,0.010
2,untitled3_green_thresh.tif:Green,1.085E-4,31.474,0.109,0.029,31.469,0.104,0.010,0.010,0.012,0.012,0.000,0.015,0,3021,10,135.000,0.010
3,untitled3_green_thresh.tif:Green,1.085E-4,39.995,0.172,0.029,39.990,0.167,0.010,0.010,0.012,0.012,0.000,0.015,0,3839,16,135.000,0.010
4,untitled3_green_thresh.tif:Green,1.085E-4,42.120,0.172,0.029,42.115,0.167,0.010,0.010,0.012,0.012,0.000,0.015,0,4043,16,135.000,0.010
5,untitled3_green_thresh.tif:Green,1.085E-4,40.130,0.245,0.029,40.125,0.240,0.010,0.010,0.012,0.012,0.000,0.015,0,3852,23,135.000,0.010
6,untitled3_green_thresh.tif:Green,1.085E-4,42.182,0.245,0.029,42.177,0.240,0.010,0.010,0.012,0.012,0.000,0.015,0,4049,23,135.000,0.010
7,untitled3_green_thresh.tif:Green,1.085E-4,33.828,0.266,0.029,33.823,0.260,0.010,0.010,0.012,0.012,0.000,0.015,0,3247,25,135.000,0.010
8,untitled3_green_thresh.tif:Green,1.085E-4,35.339,0.422,0.029,35.333,0.417,0.010,0.010,0.012,0.012,0.000,0.015,0,3392,40,135.000,0.010
9,untitled3_green_thresh.tif:Green,1.085E-4,40.755,0.432,0.029,40.750,0.427,0.010,0.010,0.012,0.012,0.000,0.015,0,3912,41,135.000,0.010
10,untitled3_green_thresh.tif:Green,1.085E-4,40.703,0.484,0.029,40.698,0.479,0.010,0.010,0.012,0.012,0.000,0.015,0,3907,46,135.000,0.010
11,untitled3_green_thresh.tif:Green,1.085E-4,36.380,0.568,0.029,36.375,0.562,0.010,0.010,0.012,0.012,0.000,0.015,0,3492,54,135.000,0.010
12,untitled3_green_thresh.tif:Green,1.085E-4,41.099,0.714,0.029,41.094,0.708,0.010,0.010,0.012,0.012,0.000,0.015,0,3945,68,135.000,0.010
13,untitled3_green_thresh.tif:Green,1.085E-4,38.620,0.745,0.029,38.615,0.740,0.010,0.010,0.012,0.012,0.000,0.015,0,3707,71,135.000,0.010
14,untitled3_green_thresh.tif:Green,1.085E-4,33.151,1.120,0.029,33.146,1.115,0.010,0.010,0.012,0.012,0.000,0.015,0,3182,107,135.000,0.010
15,untitled3_green_thresh.tif:Green,1.085E-4,39.797,1.172,0.029,39.792,1.167,0.010,0.010,0.012,0.012,0.000,0.015,0,3820,112,135.000,0.010
16,untitled3_green_thresh.tif:Green,1.085E-4,42.214,1.193,0.029,42.208,1.188,0.010,0.010,0.012,0.012,0.000,0.015,0,4052,114,135.000,0.010
17,untitled3_green_thresh.tif:Green,1.085E-4,42.182,1.203,0.029,42.177,1.198,0.010,0.010,0.012,0.012,0.000,0.015,0,4049,115,135.000,0.010
18,untitled3_green_thresh.tif:Green,1.085E-4,33.411,1.234,0.029,33.406,1.229,0.010,0.010,0.012,0.012,0.000,0.015,0,3207,118,135.000,0.010
19,untitled3_green_thresh.tif:Green,1.085E-4,23.120,1.422,0.029,23.115,1.417,0.010,0.010,0.012,0.012,0.000,0.015,0,2219,136,135.000,0.010
20,untitled3_green_thresh.tif:Green,1.085E-4,31.974,1.495,0.029,31.969,1.490,0.010,0.010,0.012,0.012,0.000,0.015,0,3069,143,135.000,0.010
21,untitled3_green_thresh.tif:Green,1.085E-4,36.130,1.516,0.029,36.125,1.510,0.010,0.010,0.012,0.012,0.000,0.015,0,3468,145,135.000,0.010
22,untitled3_green_thresh.tif:Green,1.085E-4,18.443,1.630,0.029,18.438,1.625,0.010,0.010,0.012,0.012,0.000,0.015,0,1770,156,135.000,0.010
23,untitled3_green_thresh.tif:Green,1.085E-4,42.380,1.703,0.029,42.375,1.698,0.010,0.010,0.012,0.012,0.000,0.015,0,4068,163,135.000,0.010
24,untitled3_green_thresh.tif:Green,1.085E-4,37.286,1.724,0.029,37.281,1.719,0.010,0.010,0.012,0.012,0.000,0.015,0,3579,165,135.000,0.010
25,untitled3_green_thresh.tif:Green,1.085E-4,40.401,1.724,0.029,40.396,1.719,0.010,0.010,0.012,0.012,0.000,0.015,0,3878,165,135.000,0.010
26,untitled3_green_thresh.tif:Green,1.085E-4,41.109,1.734,0.029,41.104,1.729,0.010,0.010,0.012,0.012,0.000,0.015,0,3946,166,135.000,0.010
27,untitled3_green_thresh.tif:Green,1.085E-4,41.672,1.766,0.029,41.667,1.760,0.010,0.010,0.012,0.012,0.000,0.015,0,4000,169,135.000,0.010
28,untitled3_green_thresh.tif:Green,1.085E-4,37.766,1.818,0.029,37.760,1.812,0.010,0.010,0.012,0.012,0.000,0.015,0,3625,174,135.000,0.010
29,untitled3_green_thresh.tif:Green,1.085E-4,41.193,1.880,0.029,41.188,1.875,0.010,0.010,0.012,0.012,0.000,0.015,0,3954,180,135.000,0.010
30,untitled3_green_thresh.tif:Green,1.085E-4,30.922,1.922,0.029,30.917,1.917,0.010,0.010,0.012,0.012,0.000,0.015,0,2968,184,135.000,0.010
31,untitled3_green_thresh.tif:Green,1.085E-4,20.651,2.036,0.029,20.646,2.031,0.010,0.010,0.012,0.012,0.000,0.015,0,1982,195,135.000,0.010
32,untitled3_green_thresh.tif:Green,1.085E-4,22.536,2.193,0.029,22.531,2.188,0.010,0.010,0.012,0.012,0.000,0.015,0,2163,210,135.000,0.010
33,untitled3_green_thresh.tif:Green,1.085E-4,30.495,2.193,0.029,30.490,2.188,0.010,0.010,0.012,0.012,0.000,0.015,0,2927,210,135.000,0.010
34,untitled3_green_thresh.tif:Green,1.085E-4,22.130,2.255,0.029,22.125,2.250,0.010,0.010,0.012,0.012,0.000,0.015,0,2124,216,135.000,0.010
35,untitled3_green_thresh.tif:Green,1.085E-4,19.536,2.297,0.029,19.531,2.292,0.010,0.010,0.012,0.012,0.000,0.015,0,1875,220,135.000,0.010
36,untitled3_green_thresh.tif:Green,1.085E-4,39.276,2.318,0.029,39.271,2.312,0.010,0.010,0.012,0.012,0.000,0.015,0,3770,222,135.000,0.010
37,untitled3_green_thresh.tif:Green,1.085E-4,36.151,2.328,0.029,36.146,2.323,0.010,0.010,0.012,0.012,0.000,0.015,0,3470,223,135.000,0.010
38,untitled3_green_thresh.tif:Green,1.085E-4,42.328,2.370,0.029,42.323,2.365,0.010,0.010,0.012,0.012,0.000,0.015,0,4063,227,135.000,0.010
39,untitled3_green_thresh.tif:Green,1.085E-4,36.401,2.391,0.029,36.396,2.385,0.010,0.010,0.012,0.012,0.000,0.015,0,3494,229,135.000,0.010
40,untitled3_green_thresh.tif:Green,1.085E-4,21.130,2.443,0.029,21.125,2.438,0.010,0.010,0.012,0.012,0.000,0.015,0,2028,234,135.000,0.010
41,untitled3_green_thresh.tif:Green,1.085E-4,36.411,2.453,0.029,36.406,2.448,0.010,0.010,0.012,0.012,0.000,0.015,0,3495,235,135.000,0.010
42,untitled3_green_thresh.tif:Green,1.085E-4,36.391,2.464,0.029,36.385,2.458,0.010,0.010,0.012,0.012,0.000,0.015,0,3493,236,135.000,0.010
43,untitled3_green_thresh.tif:Green,1.085E-4,36.568,2.495,0.029,36.562,2.490,0.010,0.010,0.012,0.012,0.000,0.015,0,3510,239,135.000,0.010
44,untitled3_green_thresh.tif:Green,1.085E-4,40.411,2.536,0.029,40.406,2.531,0.010,0.010,0.012,0.012,0.000,0.015,0,3879,243,135.000,0.010
45,untitled3_green_thresh.tif:Green,1.085E-4,19.505,2.578,0.029,19.500,2.573,0.010,0.010,0.012,0.012,0.000,0.015,0,1872,247,135.000,0.010
46,untitled3_green_thresh.tif:Green,1.085E-4,37.141,2.589,0.029,37.135,2.583,0.010,0.010,0.012,0.012,0.000,0.015,0,3565,248,135.000,0.010
47,untitled3_green_thresh.tif:Green,1.085E-4,16.922,2.609,0.029,16.917,2.604,0.010,0.010,0.012,0.012,0.000,0.015,0,1624,250,135.000,0.010
48,untitled3_green_thresh.tif:Green,1.085E-4,24.047,2.766,0.029,24.042,2.760,0.010,0.010,0.012,0.012,0.000,0.015,0,2308,265,135.000,0.010
49,untitled3_green_thresh.tif:Green,1.085E-4,39.672,2.786,0.029,39.667,2.781,0.010,0.010,0.012,0.012,0.000,0.015,0,3808,267,135.000,0.010
50,untitled3_green_thresh.tif:Green,1.085E-4,21.516,2.839,0.029,21.510,2.833,0.010,0.010,0.012,0.012,0.000,0.015,0,2065,272,135.000,0.010
51,untitled3_green_thresh.tif:Green,1.085E-4,33.505,2.911,0.029,33.500,2.906,0.010,0.010,0.012,0.012,0.000,0.015,0,3216,279,135.000,0.010
52,untitled3_green_thresh.tif:Green,1.085E-4,40.172,2.922,0.029,40.167,2.917,0.010,0.010,0.012,0.012,0.000,0.015,0,3856,280,135.000,0.010
53,untitled3_green_thresh.tif:Green,1.085E-4,25.891,2.932,0.029,25.885,2.927,0.010,0.010,0.012,0.012,0.000,0.015,0,2485,281,135.000,0.010
54,untitled3_green_thresh.tif:Green,1.085E-4,33.526,2.932,0.029,33.521,2.927,0.010,0.010,0.012,0.012,0.000,0.015,0,3218,281,135.000,0.010
55,untitled3_green_thresh.tif:Green,1.085E-4,39.589,2.964,0.029,39.583,2.958,0.010,0.010,0.012,0.012,0.000,0.015,0,3800,284,135.000,0.010
56,untitled3_green_thresh.tif:Green,1.085E-4,24.182,3.109,0.029,24.177,3.104,0.010,0.010,0.012,0.012,0.000,0.015,0,2321,298,135.000,0.010
57,untitled3_green_thresh.tif:Green,1.085E-4,36.391,3.109,0.029,36.385,3.104,0.010,0.010,0.012,0.012,0.000,0.015,0,3493,298,135.000,0.010
58,untitled3_green_thresh.tif:Green,1.085E-4,42.245,3.151,0.029,42.240,3.146,0.010,0.010,0.012,0.012,0.000,0.015,0,4055,302,135.000,0.010
59,untitled3_green_thresh.tif:Green,1.085E-4,34.547,3.182,0.029,34.542,3.177,0.010,0.010,0.012,0.012,0.000,0.015,0,3316,305,135.000,0.010
60,untitled3_green_thresh.tif:Green,1.085E-4,21.776,3.234,0.029,21.771,3.229,0.010,0.010,0.012,0.012,0.000,0.015,0,2090,310,135.000,0.010
61,untitled3_green_thresh.tif:Green,1.085E-4,32.036,3.255,0.029,32.031,3.250,0.010,0.010,0.012,0.012,0.000,0.015,0,3075,312,135.000,0.010
62,untitled3_green_thresh.tif:Green,1.085E-4,33.380,3.255,0.029,33.375,3.250,0.010,0.010,0.012,0.012,0.000,0.015,0,3204,312,135.000,0.010
63,untitled3_green_thresh.tif:Green,1.085E-4,41.974,3.255,0.029,41.969,3.250,0.010,0.010,0.012,0.012,0.000,0.015,0,4029,312,135.000,0.010
64,untitled3_green_thresh.tif:Green,1.085E-4,18.089,3.339,0.029,18.083,3.333,0.010,0.010,0.012,0.012,0.000,0.015,0,1736,320,135.000,0.010
65,untitled3_green_thresh.tif:Green,1.085E-4,40.026,3.359,0.029,40.021,3.354,0.010,0.010,0.012,0.012,0.000,0.015,0,3842,322,135.000,0.010
66,untitled3_green_thresh.tif:Green,1.085E-4,40.036,3.391,0.029,40.031,3.385,0.010,0.010,0.012,0.012,0.000,0.015,0,3843,325,135.000,0.010
67,untitled3_green_thresh.tif:Green,1.085E-4,18.109,3.401,0.029,18.104,3.396,0.010,0.010,0.012,0.012,0.000,0.015,0,1738,326,135.000,0.010
68,untitled3_green_thresh.tif:Green,1.085E-4,21.578,3.422,0.029,21.573,3.417,0.010,0.010,0.012,0.012,0.000,0.015,0,2071,328,135.000,0.010
69,untitled3_green_thresh.tif:Green,1.085E-4,41.797,3.443,0.029,41.792,3.438,0.010,0.010,0.012,0.012,0.000,0.015,0,4012,330,135.000,0.010
70,untitled3_green_thresh.tif:Green,1.085E-4,42.099,3.464,0.029,42.094,3.458,0.010,0.010,0.012,0.012,0.000,0.015,0,4041,332,135.000,0.010
71,untitled3_green_thresh.tif:Green,1.085E-4,24.578,3.484,0.029,24.573,3.479,0.010,0.010,0.012,0.012,0.000,0.015,0,2359,334,135.000,0.010
72,untitled3_green_thresh.tif:Green,1.085E-4,22.089,3.526,0.029,22.083,3.521,0.010,0.010,0.012,0.012,0.000,0.015,0,2120,338,135.000,0.010
73,untitled3_green_thresh.tif:Green,1.085E-4,23.682,3.526,0.029,23.677,3.521,0.010,0.010,0.012,0.012,0.000,0.015,0,2273,338,135.000,0.010
74,untitled3_green_thresh.tif:Green,1.085E-4,37.589,3.526,0.029,37.583,3.521,0.010,0.010,0.012,0.012,0.000,0.015,0,3608,338,135.000,0.010
75,untitled3_green_thresh.tif:Green,1.085E-4,37.422,3.578,0.029,37.417,3.573,0.010,0.010,0.012,0.012,0.000,0.015,0,3592,343,135.000,0.010
76,untitled3_green_thresh.tif:Green,1.085E-4,16.755,3.589,0.029,16.750,3.583,0.010,0.010,0.012,0.012,0.000,0.015,0,1608,344,135.000,0.010
77,untitled3_green_thresh.tif:Green,1.085E-4,33.839,3.651,0.029,33.833,3.646,0.010,0.010,0.012,0.012,0.000,0.015,0,3248,350,135.000,0.010
78,untitled3_green_thresh.tif:Green,1.085E-4,38.359,3.672,0.029,38.354,3.667,0.010,0.010,0.012,0.012,0.000,0.015,0,3682,352,135.000,0.010
79,untitled3_green_thresh.tif:Green,1.085E-4,39.339,3.703,0.029,39.333,3.698,0.010,0.010,0.012,0.012,0.000,0.015,0,3776,355,135.000,0.010
80,untitled3_green_thresh.tif:Green,1.085E-4,22.109,3.797,0.029,22.104,3.792,0.010,0.010,0.012,0.012,0.000,0.015,0,2122,364,135.000,0.010
81,untitled3_green_thresh.tif:Green,1.085E-4,19.245,3.807,0.029,19.240,3.802,0.010,0.010,0.012,0.012,0.000,0.015,0,1847,365,135.000,0.010
82,untitled3_green_thresh.tif:Green,1.085E-4,24.203,3.964,0.029,24.198,3.958,0.010,0.010,0.012,0.012,0.000,0.015,0,2323,380,135.000,0.010
83,untitled3_green_thresh.tif:Green,1.085E-4,32.807,3.995,0.029,32.802,3.990,0.010,0.010,0.012,0.012,0.000,0.015,0,3149,383,135.000,0.010
84,untitled3_green_thresh.tif:Green,1.085E-4,38.828,4.036,0.029,38.823,4.031,0.010,0.010,0.012,0.012,0.000,0.015,0,3727,387,135.000,0.010
85,untitled3_green_thresh.tif:Green,1.085E-4,40.161,4.193,0.029,40.156,4.188,0.010,0.010,0.012,0.012,0.000,0.015,0,3855,402,135.000,0.010
86,untitled3_green_thresh.tif:Green,1.085E-4,24.995,4.234,0.029,24.990,4.229,0.010,0.010,0.012,0.012,0.000,0.015,0,2399,406,135.000,0.010
87,untitled3_green_thresh.tif:Green,1.085E-4,32.703,4.307,0.029,32.698,4.302,0.010,0.010,0.012,0.012,0.000,0.015,0,3139,413,135.000,0.010
88,untitled3_green_thresh.tif:Green,1.085E-4,41.151,4.339,0.029,41.146,4.333,0.010,0.010,0.012,0.012,0.000,0.015,0,3950,416,135.000,0.010
89,untitled3_green_thresh.tif:Green,1.085E-4,19.734,4.349,0.029,19.729,4.344,0.010,0.010,0.012,0.012,0.000,0.015,0,1894,417,135.000,0.010
90,untitled3_green_thresh.tif:Green,1.085E-4,22.557,4.464,0.029,22.552,4.458,0.010,0.010,0.012,0.012,0.000,0.015,0,2165,428,135.000,0.010
91,untitled3_green_thresh.tif:Green,1.085E-4,36.693,4.484,0.029,36.688,4.479,0.010,0.010,0.012,0.012,0.000,0.015,0,3522,430,135.000,0.010
92,untitled3_green_thresh.tif:Green,1.085E-4,20.693,4.609,0.029,20.688,4.604,0.010,0.010,0.012,0.012,0.000,0.015,0,1986,442,135.000,0.010
93,untitled3_green_thresh.tif:Green,1.085E-4,38.411,4.609,0.029,38.406,4.604,0.010,0.010,0.012,0.012,0.000,0.015,0,3687,442,135.000,0.010
94,untitled3_green_thresh.tif:Green,1.085E-4,38.578,4.672,0.029,38.573,4.667,0.010,0.010,0.012,0.012,0.000,0.015,0,3703,448,135.000,0.010
95,untitled3_green_thresh.tif:Green,1.085E-4,12.641,4.745,0.029,12.635,4.740,0.010,0.010,0.012,0.012,0.000,0.015,0,1213,455,135.000,0.010
96,untitled3_green_thresh.tif:Green,1.085E-4,32.995,4.880,0.029,32.990,4.875,0.010,0.010,0.012,0.012,0.000,0.015,0,3167,468,135.000,0.010
97,untitled3_green_thresh.tif:Green,1.085E-4,36.380,4.974,0.029,36.375,4.969,0.010,0.010,0.012,0.012,0.000,0.015,0,3492,477,135.000,0.010
98,untitled3_green_thresh.tif:Green,1.085E-4,21.328,5.057,0.029,21.323,5.052,0.010,0.010,0.012,0.012,0.000,0.015,0,2047,485,135.000,0.010
99,untitled3_green_thresh.tif:Green,1.085E-4,37.245,5.068,0.029,37.240,5.062,0.010,0.010,0.012,0.012,0.000,0.015,0,3575,486,135.000,0.010
100,untitled3_green_thresh.tif:Green,1.085E-4,9.234,5.078,0.029,9.229,5.073,0.010,0.010,0.012,0.012,0.000,0.015,0,886,487,135.000,0.010
101,untitled3_green_thresh.tif:Green,1.085E-4,21.057,5.141,0.029,21.052,5.135,0.010,0.010,0.012,0.012,0.000,0.015,0,2021,493,135.000,0.010
102,untitled3_green_thresh.tif:Green,1.085E-4,40.995,5.141,0.029,40.990,5.135,0.010,0.010,0.012,0.012,0.000,0.015,0,3935,493,135.000,0.010
103,untitled3_green_thresh.tif:Green,1.085E-4,25.349,5.161,0.029,25.344,5.156,0.010,0.010,0.012,0.012,0.000,0.015,0,2433,495,135.000,0.010
104,untitled3_green_thresh.tif:Green,1.085E-4,21.078,5.182,0.029,21.073,5.177,0.010,0.010,0.012,0.012,0.000,0.015,0,2023,497,135.000,0.010
105,untitled3_green_thresh.tif:Green,1.085E-4,17.578,5.234,0.029,17.573,5.229,0.010,0.010,0.012,0.012,0.000,0.015,0,1687,502,135.000,0.010
106,untitled3_green_thresh.tif:Green,1.085E-4,29.193,5.234,0.029,29.188,5.229,0.010,0.010,0.012,0.012,0.000,0.015,0,2802,502,135.000,0.010
107,untitled3_green_thresh.tif:Green,1.085E-4,13.557,5.245,0.029,13.552,5.240,0.010,0.010,0.012,0.012,0.000,0.015,0,1301,503,135.000,0.010
108,untitled3_green_thresh.tif:Green,1.085E-4,25.807,5.255,0.029,25.802,5.250,0.010,0.010,0.012,0.012,0.000,0.015,0,2477,504,135.000,0.010
109,untitled3_green_thresh.tif:Green,1.085E-4,13.505,5.297,0.029,13.500,5.292,0.010,0.010,0.012,0.012,0.000,0.015,0,1296,508,135.000,0.010
110,untitled3_green_thresh.tif:Green,1.085E-4,32.828,5.307,0.029,32.823,5.302,0.010,0.010,0.012,0.012,0.000,0.015,0,3151,509,135.000,0.010
111,untitled3_green_thresh.tif:Green,1.085E-4,32.901,5.339,0.029,32.896,5.333,0.010,0.010,0.012,0.012,0.000,0.015,0,3158,512,135.000,0.010
112,untitled3_green_thresh.tif:Green,1.085E-4,26.089,5.391,0.029,26.083,5.385,0.010,0.010,0.012,0.012,0.000,0.015,0,2504,517,135.000,0.010
113,untitled3_green_thresh.tif:Green,1.085E-4,11.286,5.411,0.029,11.281,5.406,0.010,0.010,0.012,0.012,0.000,0.015,0,1083,519,135.000,0.010
114,untitled3_green_thresh.tif:Green,1.085E-4,21.401,5.432,0.029,21.396,5.427,0.010,0.010,0.012,0.012,0.000,0.015,0,2054,521,135.000,0.010
115,untitled3_green_thresh.tif:Green,1.085E-4,21.182,5.453,0.029,21.177,5.448,0.010,0.010,0.012,0.012,0.000,0.015,0,2033,523,135.000,0.010
116,untitled3_green_thresh.tif:Green,1.085E-4,12.443,5.464,0.029,12.438,5.458,0.010,0.010,0.012,0.012,0.000,0.015,0,1194,524,135.000,0.010
117,untitled3_green_thresh.tif:Green,1.085E-4,35.984,5.495,0.029,35.979,5.490,0.010,0.010,0.012,0.012,0.000,0.015,0,3454,527,135.000,0.010
118,untitled3_green_thresh.tif:Green,1.085E-4,12.474,5.536,0.029,12.469,5.531,0.010,0.010,0.012,0.012,0.000,0.015,0,1197,531,135.000,0.010
119,untitled3_green_thresh.tif:Green,1.085E-4,42.297,5.589,0.029,42.292,5.583,0.010,0.010,0.012,0.012,0.000,0.015,0,4060,536,135.000,0.010
120,untitled3_green_thresh.tif:Green,1.085E-4,10.932,5.672,0.029,10.927,5.667,0.010,0.010,0.012,0.012,0.000,0.015,0,1049,544,135.000,0.010
121,untitled3_green_thresh.tif:Green,1.085E-4,18.120,5.672,0.029,18.115,5.667,0.010,0.010,0.012,0.012,0.000,0.015,0,1739,544,135.000,0.010
122,untitled3_green_thresh.tif:Green,1.085E-4,18.984,5.682,0.029,18.979,5.677,0.010,0.010,0.012,0.012,0.000,0.015,0,1822,545,135.000,0.010
123,untitled3_green_thresh.tif:Green,1.085E-4,18.141,5.693,0.029,18.135,5.688,0.010,0.010,0.012,0.012,0.000,0.015,0,1741,546,135.000,0.010
124,untitled3_green_thresh.tif:Green,1.085E-4,34.297,5.714,0.029,34.292,5.708,0.010,0.010,0.012,0.012,0.000,0.015,0,3292,548,135.000,0.010
125,untitled3_green_thresh.tif:Green,1.085E-4,36.120,5.724,0.029,36.115,5.719,0.010,0.010,0.012,0.012,0.000,0.015,0,3467,549,135.000,0.010
126,untitled3_green_thresh.tif:Green,1.085E-4,41.995,5.724,0.029,41.990,5.719,0.010,0.010,0.012,0.012,0.000,0.015,0,4031,549,135.000,0.010
127,untitled3_green_thresh.tif:Green,1.085E-4,32.682,5.745,0.029,32.677,5.740,0.010,0.010,0.012,0.012,0.000,0.015,0,3137,551,135.000,0.010
128,untitled3_green_thresh.tif:Green,1.085E-4,31.182,5.807,0.029,31.177,5.802,0.010,0.010,0.012,0.012,0.000,0.015,0,2993,557,135.000,0.010
129,untitled3_green_thresh.tif:Green,1.085E-4,31.057,5.828,0.029,31.052,5.823,0.010,0.010,0.012,0.012,0.000,0.015,0,2981,559,135.000,0.010
130,untitled3_green_thresh.tif:Green,1.085E-4,21.109,5.870,0.029,21.104,5.865,0.010,0.010,0.012,0.012,0.000,0.015,0,2026,563,135.000,0.010
131,untitled3_green_thresh.tif:Green,1.085E-4,38.474,5.901,0.029,38.469,5.896,0.010,0.010,0.012,0.012,0.000,0.015,0,3693,566,135.000,0.010
132,untitled3_green_thresh.tif:Green,1.085E-4,18.464,5.922,0.029,18.458,5.917,0.010,0.010,0.012,0.012,0.000,0.015,0,1772,568,135.000,0.010
133,untitled3_green_thresh.tif:Green,1.085E-4,9.099,5.953,0.029,9.094,5.948,0.010,0.010,0.012,0.012,0.000,0.015,0,873,571,135.000,0.010
134,untitled3_green_thresh.tif:Green,1.085E-4,34.307,5.964,0.029,34.302,5.958,0.010,0.010,0.012,0.012,0.000,0.015,0,3293,572,135.000,0.010
135,untitled3_green_thresh.tif:Green,1.085E-4,21.443,5.984,0.029,21.438,5.979,0.010,0.010,0.012,0.012,0.000,0.015,0,2058,574,135.000,0.010
136,untitled3_green_thresh.tif:Green,1.085E-4,9.745,6.005,0.029,9.740,6.000,0.010,0.010,0.012,0.012,0.000,0.015,0,935,576,135.000,0.010
137,untitled3_green_thresh.tif:Green,1.085E-4,36.141,6.026,0.029,36.135,6.021,0.010,0.010,0.012,0.012,0.000,0.015,0,3469,578,135.000,0.010
138,untitled3_green_thresh.tif:Green,1.085E-4,41.714,6.026,0.029,41.708,6.021,0.010,0.010,0.012,0.012,0.000,0.015,0,4004,578,135.000,0.010
139,untitled3_green_thresh.tif:Green,1.085E-4,30.620,6.036,0.029,30.615,6.031,0.010,0.010,0.012,0.012,0.000,0.015,0,2939,579,135.000,0.010
140,untitled3_green_thresh.tif:Green,1.085E-4,41.693,6.047,0.029,41.688,6.042,0.010,0.010,0.012,0.012,0.000,0.015,0,4002,580,135.000,0.010
141,untitled3_green_thresh.tif:Green,1.085E-4,41.620,6.078,0.029,41.615,6.073,0.010,0.010,0.012,0.012,0.000,0.015,0,3995,583,135.000,0.010
142,untitled3_green_thresh.tif:Green,1.085E-4,21.214,6.182,0.029,21.208,6.177,0.010,0.010,0.012,0.012,0.000,0.015,0,2036,593,135.000,0.010
143,untitled3_green_thresh.tif:Green,1.085E-4,38.224,6.224,0.029,38.219,6.219,0.010,0.010,0.012,0.012,0.000,0.015,0,3669,597,135.000,0.010
144,untitled3_green_thresh.tif:Green,1.085E-4,25.370,6.370,0.029,25.365,6.365,0.010,0.010,0.012,0.012,0.000,0.015,0,2435,611,135.000,0.010
145,untitled3_green_thresh.tif:Green,1.085E-4,38.859,6.411,0.029,38.854,6.406,0.010,0.010,0.012,0.012,0.000,0.015,0,3730,615,135.000,0.010
146,untitled3_green_thresh.tif:Green,1.085E-4,20.328,6.464,0.029,20.323,6.458,0.010,0.010,0.012,0.012,0.000,0.015,0,1951,620,135.000,0.010
147,untitled3_green_thresh.tif:Green,1.085E-4,26.672,6.474,0.029,26.667,6.469,0.010,0.010,0.012,0.012,0.000,0.015,0,2560,621,135.000,0.010
148,untitled3_green_thresh.tif:Green,1.085E-4,24.370,6.557,0.029,24.365,6.552,0.010,0.010,0.012,0.012,0.000,0.015,0,2339,629,135.000,0.010
149,untitled3_green_thresh.tif:Green,1.085E-4,9.276,6.578,0.029,9.271,6.573,0.010,0.010,0.012,0.012,0.000,0.015,0,890,631,135.000,0.010
150,untitled3_green_thresh.tif:Green,1.085E-4,19.359,6.609,0.029,19.354,6.604,0.010,0.010,0.012,0.012,0.000,0.015,0,1858,634,135.000,0.010
151,untitled3_green_thresh.tif:Green,1.085E-4,13.432,6.641,0.029,13.427,6.635,0.010,0.010,0.012,0.012,0.000,0.015,0,1289,637,135.000,0.010
152,untitled3_green_thresh.tif:Green,1.085E-4,20.120,6.641,0.029,20.115,6.635,0.010,0.010,0.012,0.012,0.000,0.015,0,1931,637,135.000,0.010
153,untitled3_green_thresh.tif:Green,1.085E-4,29.193,6.641,0.029,29.188,6.635,0.010,0.010,0.012,0.012,0.000,0.015,0,2802,637,135.000,0.010
154,untitled3_green_thresh.tif:Green,1.085E-4,17.734,6.703,0.029,17.729,6.698,0.010,0.010,0.012,0.012,0.000,0.015,0,1702,643,135.000,0.010
155,untitled3_green_thresh.tif:Green,1.085E-4,10.557,6.818,0.029,10.552,6.812,0.010,0.010,0.012,0.012,0.000,0.015,0,1013,654,135.000,0.010
156,untitled3_green_thresh.tif:Green,1.085E-4,11.797,6.818,0.029,11.792,6.812,0.010,0.010,0.012,0.012,0.000,0.015,0,1132,654,135.000,0.010
157,untitled3_green_thresh.tif:Green,1.085E-4,25.422,6.839,0.029,25.417,6.833,0.010,0.010,0.012,0.012,0.000,0.015,0,2440,656,135.000,0.010
158,untitled3_green_thresh.tif:Green,1.085E-4,37.859,6.880,0.029,37.854,6.875,0.010,0.010,0.012,0.012,0.000,0.015,0,3634,660,135.000,0.010
159,untitled3_green_thresh.tif:Green,1.085E-4,18.984,6.901,0.029,18.979,6.896,0.010,0.010,0.012,0.012,0.000,0.015,0,1822,662,135.000,0.010
160,untitled3_green_thresh.tif:Green,1.085E-4,20.339,6.911,0.029,20.333,6.906,0.010,0.010,0.012,0.012,0.000,0.015,0,1952,663,135.000,0.010
161,untitled3_green_thresh.tif:Green,1.085E-4,24.026,6.922,0.029,24.021,6.917,0.010,0.010,0.012,0.012,0.000,0.015,0,2306,664,135.000,0.010
162,untitled3_green_thresh.tif:Green,1.085E-4,16.807,6.932,0.029,16.802,6.927,0.010,0.010,0.012,0.012,0.000,0.015,0,1613,665,135.000,0.010
163,untitled3_green_thresh.tif:Green,1.085E-4,25.266,6.932,0.029,25.260,6.927,0.010,0.010,0.012,0.012,0.000,0.015,0,2425,665,135.000,0.010
