 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret
41,hfd28 ep1 tip.tif  (red) thresh.tif,4536,1742.121,252.028,432.291,1706,212,75,100,91.422,63.173,94.907,104.995,255,100,1710,212,107.745,74.529
42,hfd28 ep1 tip.tif  (red) thresh.tif,7706,2020.930,279.445,858.098,1948,212,136,129,115.388,85.031,13.678,137.463,255,100,1948,288,8.366,107.461
43,hfd28 ep1 tip.tif  (red) thresh.tif,3469,2187.463,255.677,795.997,2129,212,115,90,80.262,55.031,159.757,115.213,255,100,2129,259,3.483,74.920
44,hfd28 ep1 tip.tif  (red) thresh.tif,15584,3267.900,323.755,1251.217,3180,215,203,187,205.272,96.663,136.639,248.316,255,100,3189,215,141.376,129.810
45,hfd28 ep1 tip.tif  (red) thresh.tif,5272,2805.786,269.644,677.772,2743,223,115,94,114.175,58.792,33.529,130.648,255,100,2743,301,28.330,75.333
46,hfd28 ep1 tip.tif  (red) thresh.tif,5120,1819.160,280.802,452.919,1767,232,106,85,89.481,72.853,11.653,113.318,255,100,1768,312,23.398,83.481
47,hfd28 ep1 tip.tif  (red) thresh.tif,11785,3666.927,306.309,1409.585,3538,232,227,155,221.400,67.774,150.237,258.451,255,100,3538,240,148.770,95.483
48,hfd28 ep1 tip.tif  (red) thresh.tif,22286,3503.455,356.682,2343.364,3383,242,241,215,196.097,144.701,154.599,246.000,255,100,3384,344,167.320,203.508
49,hfd28 ep1 tip.tif  (red) thresh.tif,11268,2983.241,307.905,1166.448,2899,251,183,124,163.336,87.837,18.890,186.550,255,100,2901,330,15.228,116.087
50,hfd28 ep1 tip.tif  (red) thresh.tif,7189,2286.157,325.633,615.286,2223,273,114,115,102.665,89.157,144.419,119.620,255,100,2223,311,156.864,100.948
51,hfd28 ep1 tip.tif  (red) thresh.tif,3113,2122.611,329.678,667.328,2074,282,89,107,76.025,52.135,98.214,107.229,255,100,2119,282,93.743,80.438
52,hfd28 ep1 tip.tif  (red) thresh.tif,3583,3136.457,319.604,467.304,3093,283,85,75,74.165,61.512,2.183,85.094,255,100,3093,315,2.694,73.245
53,hfd28 ep1 tip.tif  (red) thresh.tif,4579,2406.584,333.219,616.073,2351,285,115,109,116.891,49.877,50.709,147.868,255,100,2352,393,43.082,73.933
54,hfd28 ep1 tip.tif  (red) thresh.tif,39259,1859.402,511.646,4195.843,1695,288,307,435,332.502,150.333,62.545,471.737,255,100,1719,723,65.717,258.623
55,hfd28 ep1 tip.tif  (red) thresh.tif,4889,2694.140,343.722,422.291,2651,292,82,97,95.677,65.061,56.210,105.437,255,100,2657,380,54.652,68.112
56,hfd28 ep1 tip.tif  (red) thresh.tif,9461,1763.119,372.829,924.423,1658,327,191,96,186.325,64.651,5.573,191.094,255,100,1658,379,178.201,92.265
57,hfd28 ep1 tip.tif  (red) thresh.tif,3334,3055.098,367.188,654.014,3005,332,97,76,71.964,58.987,5.692,100.424,255,100,3005,391,15.005,75.269
58,hfd28 ep1 tip.tif  (red) thresh.tif,4162,2762.654,372.475,387.120,2717,333,92,81,93.928,56.418,43.918,111.521,255,100,2717,409,39.542,64.859
59,hfd28 ep1 tip.tif  (red) thresh.tif,6230,2058.256,404.356,811.512,2001,341,112,119,100.584,78.862,110.708,123.004,255,100,2036,346,115.523,93.748
60,hfd28 ep1 tip.tif  (red) thresh.tif,30578,2781.455,469.096,2824.199,2597,342,316,259,251.164,155.011,171.963,339.912,255,100,2602,408,152.681,245.277
61,hfd28 ep1 tip.tif  (red) thresh.tif,11029,2514.185,407.771,705.713,2449,344,135,127,130.109,107.929,147.407,150.047,255,100,2473,346,123.584,115.577
62,hfd28 ep1 tip.tif  (red) thresh.tif,9464,3194.410,429.714,748.825,3135,349,116,179,168.598,71.471,107.398,180.602,255,100,3185,349,97.637,96.301
63,hfd28 ep1 tip.tif  (red) thresh.tif,5817,2212.493,405.523,757.227,2158,350,116,122,92.371,80.182,101.551,126.384,255,100,2193,350,105.136,101.019
64,hfd28 ep1 tip.tif  (red) thresh.tif,4077,3668.759,398.978,410.233,3631,357,84,87,74.920,69.287,42.515,87.281,255,100,3658,357,94.600,77.552
65,hfd28 ep1 tip.tif  (red) thresh.tif,19156,3744.027,475.387,1683.249,3630,373,247,216,258.112,94.495,38.389,274.133,255,100,3652,589,41.599,130.010
66,hfd28 ep1 tip.tif  (red) thresh.tif,5803,2965.802,418.886,535.103,2907,376,115,95,99.782,74.047,176.983,118.600,255,100,2907,455,14.153,93.947
67,hfd28 ep1 tip.tif  (red) thresh.tif,13699,3069.115,477.973,1084.306,2983,386,168,185,181.749,95.968,43.887,204.083,255,100,3012,561,59.036,120.500
68,hfd28 ep1 tip.tif  (red) thresh.tif,9191,3341.777,446.576,966.222,3243,401,182,90,174.324,67.130,175.202,185.586,255,100,3244,416,167.237,88.218
69,hfd28 ep1 tip.tif  (red) thresh.tif,7012,2306.322,465.951,864.240,2244,403,111,131,126.764,70.430,60.005,149.482,255,100,2247,523,48.526,87.236
70,hfd28 ep1 tip.tif  (red) thresh.tif,5333,2399.890,453.385,521.747,2360,406,92,94,88.280,76.916,58.100,110.941,255,100,2366,498,56.023,86.692
71,hfd28 ep1 tip.tif  (red) thresh.tif,24055,1669.486,560.571,1713.592,1540,408,234,290,227.699,134.510,58.394,305.944,255,100,1640,698,66.703,188.025
72,hfd28 ep1 tip.tif  (red) thresh.tif,17950,3409.023,517.371,1847.634,3260,428,277,169,257.591,88.725,19.516,283.283,255,100,3262,549,13.889,125.179
73,hfd28 ep1 tip.tif  (red) thresh.tif,4168,3979.475,487.562,362.191,3937,446,84,84,74.767,70.978,89.308,87.361,255,100,3937,503,15.945,74.012
74,hfd28 ep1 tip.tif  (red) thresh.tif,5252,3589.970,492.610,610.943,3543,448,103,106,109.214,61.229,43.154,120.652,255,100,3571,554,56.837,78.000
75,hfd28 ep1 tip.tif  (red) thresh.tif,5989,2951.432,534.889,842.583,2913,451,83,146,114.281,66.725,88.037,146.342,255,100,2942,451,93.918,82.196
76,hfd28 ep1 tip.tif  (red) thresh.tif,4822,2171.079,504.337,697.428,2130,456,87,105,86.737,70.783,112.496,108.171,255,100,2142,561,76.092,86.049
77,hfd28 ep1 tip.tif  (red) thresh.tif,4894,2490.304,502.178,454.090,2441,459,97,90,83.991,74.189,143.878,98.412,255,100,2464,459,115.263,82.514
78,hfd28 ep1 tip.tif  (red) thresh.tif,6432,2079.848,529.425,654.659,2024,474,99,117,103.635,79.022,87.463,121.198,255,100,2063,582,63.012,97.784
79,hfd28 ep1 tip.tif  (red) thresh.tif,3334,2655.446,522.679,332.836,2617,486,75,71,71.887,59.051,159.063,87.727,255,100,2622,486,133.152,66.994
80,hfd28 ep1 tip.tif  (red) thresh.tif,8725,3825.788,555.860,982.465,3747,489,156,143,152.861,72.674,142.252,170.018,255,100,3783,491,123.970,105.053
81,hfd28 ep1 tip.tif  (red) thresh.tif,3684,4038.887,544.511,329.664,4001,503,75,82,80.991,57.915,53.448,84.906,255,100,4003,566,32.005,64.555
82,hfd28 ep1 tip.tif  (red) thresh.tif,10838,3129.797,605.755,1458.857,3056,510,128,189,163.028,84.644,80.296,210.190,255,100,3061,699,63.435,125.248
83,hfd28 ep1 tip.tif  (red) thresh.tif,4057,2318.982,570.080,600.759,2281,514,86,93,76.310,67.692,18.832,106.231,255,100,2288,605,56.908,81.991
84,hfd28 ep1 tip.tif  (red) thresh.tif,6740,2412.750,574.123,538.032,2363,522,104,106,94.716,90.603,96.018,112.929,255,100,2372,528,140.389,100.761
85,hfd28 ep1 tip.tif  (red) thresh.tif,3191,3953.312,560.445,382.492,3910,526,82,69,67.735,59.982,172.467,82.873,255,100,3910,568,171.674,64.993
86,hfd28 ep1 tip.tif  (red) thresh.tif,3729,2235.954,592.560,668.701,2198,538,73,106,93.881,50.574,69.443,108.853,255,100,2211,642,66.732,66.078
87,hfd28 ep1 tip.tif  (red) thresh.tif,8272,2705.421,620.779,736.299,2657,553,109,134,118.214,89.095,72.614,135.484,255,100,2693,687,81.511,108.058
88,hfd28 ep1 tip.tif  (red) thresh.tif,9393,2594.044,619.354,599.103,2534,555,113,130,112.836,105.991,67.813,132.774,255,100,2568,685,78.267,110.210
89,hfd28 ep1 tip.tif  (red) thresh.tif,5709,3231.234,610.907,655.487,3185,555,89,102,94.703,76.755,103.289,111.508,255,100,3197,656,60.446,86.180
90,hfd28 ep1 tip.tif  (red) thresh.tif,7663,3450.148,620.045,829.269,3388,555,114,116,106.676,91.462,62.703,133.600,255,100,3394,667,53.216,104.432
91,hfd28 ep1 tip.tif  (red) thresh.tif,5988,3611.553,611.737,480.960,3564,560,94,110,96.653,78.882,114.425,110.766,255,100,3604,560,96.740,83.060
92,hfd28 ep1 tip.tif  (red) thresh.tif,9556,3701.335,652.694,977.235,3618,568,152,167,172.878,70.380,62.637,186.067,255,100,3656,733,62.471,108.696
93,hfd28 ep1 tip.tif  (red) thresh.tif,3155,2502.931,616.133,411.220,2466,570,64,88,74.265,54.091,85.461,88.051,255,100,2514,570,91.953,60.627
94,hfd28 ep1 tip.tif  (red) thresh.tif,4183,3013.869,622.713,522.090,2968,580,92,82,81.353,65.468,32.592,98.234,255,100,2969,640,22.126,77.976
95,hfd28 ep1 tip.tif  (red) thresh.tif,5643,2147.825,642.896,716.742,2106,589,83,115,96.629,74.355,77.393,119.921,255,100,2130,704,65.358,82.214
96,hfd28 ep1 tip.tif  (red) thresh.tif,4673,4031.503,632.498,380.635,3991,589,84,85,85.074,69.937,136.531,95.000,255,100,3998,593,143.130,78.451
97,hfd28 ep1 tip.tif  (red) thresh.tif,5470,3329.715,645.511,773.227,3280,595,101,100,89.713,77.632,11.078,110.635,255,100,3297,695,49.399,92.884
98,hfd28 ep1 tip.tif  (red) thresh.tif,3936,2048.066,654.490,553.404,1998,600,92,108,89.955,55.711,60.141,108.374,255,100,2036,708,85.236,80.707
99,hfd28 ep1 tip.tif  (red) thresh.tif,3821,3788.050,644.039,594.759,3746,600,85,94,85.354,56.998,61.422,108.227,255,100,3753,691,54.401,69.892
100,hfd28 ep1 tip.tif  (red) thresh.tif,16188,3939.511,725.810,1898.947,3820,601,195,229,174.374,118.201,82.400,237.200,255,100,3825,797,53.227,182.265
101,hfd28 ep1 tip.tif  (red) thresh.tif,5412,2893.680,654.569,611.103,2839,610,111,87,87.185,79.036,156.904,111.647,255,100,2839,650,173.830,84.832
102,hfd28 ep1 tip.tif  (red) thresh.tif,7950,1882.010,655.220,808.541,1806,611,171,93,158.726,63.772,178.885,175.841,255,100,1810,627,160.741,91.279
103,hfd28 ep1 tip.tif  (red) thresh.tif,4987,2322.856,666.682,546.617,2272,624,113,80,103.478,61.362,176.316,117.175,255,100,2272,650,158.471,79.329
104,hfd28 ep1 tip.tif  (red) thresh.tif,3925,3540.388,680.376,500.475,3494,640,99,81,83.437,59.895,0.596,100.130,255,100,3494,680,171.384,77.941
105,hfd28 ep1 tip.tif  (red) thresh.tif,4512,3857.656,699.869,632.115,3809,645,92,101,86.345,66.534,76.082,108.227,255,100,3824,738,58.219,85.013
106,hfd28 ep1 tip.tif  (red) thresh.tif,4188,2804.274,705.293,482.090,2757,664,92,75,81.833,65.161,21.260,104.019,255,100,2759,732,37.972,74.745
107,hfd28 ep1 tip.tif  (red) thresh.tif,8167,2998.022,725.672,609.772,2942,668,109,116,107.300,96.911,139.273,119.775,255,100,2969,673,112.068,107.855
108,hfd28 ep1 tip.tif  (red) thresh.tif,4112,3220.141,703.587,315.806,3179,668,89,76,94.677,55.299,32.339,99.045,255,100,3184,740,35.134,57.801
109,hfd28 ep1 tip.tif  (red) thresh.tif,8829,2221.489,726.460,738.156,2147,669,134,116,110.243,101.969,65.125,134.015,255,100,2147,722,179.145,115.288
110,hfd28 ep1 tip.tif  (red) thresh.tif,7224,2078.457,749.203,699.328,2022,688,120,125,109.388,84.085,45.335,132.518,255,100,2049,813,70.608,90.819
111,hfd28 ep1 tip.tif  (red) thresh.tif,16984,1864.428,784.671,2036.285,1775,697,188,205,170.272,127.001,59.665,230.534,255,100,1791,868,44.297,175.180
112,hfd28 ep1 tip.tif  (red) thresh.tif,7173,2689.661,762.433,918.725,2635,697,108,126,113.059,80.780,66.590,136.883,255,100,2646,814,49.444,96.724
113,hfd28 ep1 tip.tif  (red) thresh.tif,6233,3335.161,763.224,808.299,3274,703,125,141,100.565,78.915,159.470,157.003,255,100,3286,732,136.032,109.823
114,hfd28 ep1 tip.tif  (red) thresh.tif,5577,3110.152,742.068,458.978,3056,704,115,70,110.884,64.039,4.610,116.456,255,100,3057,764,20.614,70.000
115,hfd28 ep1 tip.tif  (red) thresh.tif,7000,3542.769,766.673,1092.791,3477,705,172,120,132.662,67.184,25.539,179.075,255,100,3481,805,20.256,95.980
116,hfd28 ep1 tip.tif  (red) thresh.tif,9993,3737.589,778.283,1166.105,3665,709,141,153,136.296,93.352,40.625,166.580,255,100,3707,862,60.511,110.587
117,hfd28 ep1 tip.tif  (red) thresh.tif,4440,2327.128,757.647,337.137,2283,723,89,78,88.970,63.540,12.535,96.876,255,100,2301,801,45.418,72.732
118,hfd28 ep1 tip.tif  (red) thresh.tif,3561,4054.970,795.653,361.706,4022,743,58,100,89.359,50.739,81.783,104.695,255,100,4042,843,72.777,58.000
119,hfd28 ep1 tip.tif  (red) thresh.tif,11755,3204.061,815.864,649.186,3134,744,138,138,131.143,114.127,30.249,147.078,255,100,3176,880,67.620,122.982
120,hfd28 ep1 tip.tif  (red) thresh.tif,6992,2799.861,795.994,680.073,2735,748,128,97,121.055,73.541,12.647,128.561,255,100,2735,798,174.644,89.707
121,hfd28 ep1 tip.tif  (red) thresh.tif,9647,2926.428,824.965,650.500,2864,764,137,120,115.327,106.506,5.696,139.460,255,100,2869,849,18.825,112.749
122,hfd28 ep1 tip.tif  (red) thresh.tif,12033,3551.083,856.920,1768.261,3442,772,222,152,201.459,76.050,15.083,223.141,255,100,3442,871,14.534,123.124
123,hfd28 ep1 tip.tif  (red) thresh.tif,4586,2157.764,821.107,531.990,2103,780,103,78,85.755,68.090,19.622,104.087,255,100,2103,832,8.286,77.132
124,hfd28 ep1 tip.tif  (red) thresh.tif,4328,2482.721,827.258,562.517,2431,780,92,90,81.827,67.344,143.843,106.963,255,100,2445,870,48.411,88.726
125,hfd28 ep1 tip.tif  (red) thresh.tif,3872,2589.585,834.499,797.328,2537,780,95,106,83.714,58.891,67.058,114.490,255,100,2551,882,62.987,80.215
126,hfd28 ep1 tip.tif  (red) thresh.tif,4048,3058.909,827.400,560.943,3008,783,112,82,95.583,53.922,151.490,114.140,255,100,3008,818,168.887,75.527
127,hfd28 ep1 tip.tif  (red) thresh.tif,4134,1962.150,832.664,586.174,1916,790,90,92,77.359,68.041,98.900,97.082,255,100,1957,882,71.378,81.688
128,hfd28 ep1 tip.tif  (red) thresh.tif,8155,2369.391,863.981,751.026,2308,793,115,125,106.466,97.526,36.856,129.850,255,100,2339,909,54.719,111.557
129,hfd28 ep1 tip.tif  (red) thresh.tif,24433,3900.311,981.405,2539.246,3784,798,235,381,305.932,101.686,114.595,396.568,255,100,3858,804,108.983,155.199
130,hfd28 ep1 tip.tif  (red) thresh.tif,4047,3794.077,855.957,485.304,3753,799,79,114,92.617,55.635,54.802,123.167,255,100,3768,912,66.557,70.903
131,hfd28 ep1 tip.tif  (red) thresh.tif,8504,3306.272,868.153,833.938,3246,807,119,119,114.755,94.354,59.311,132.883,255,100,3271,925,61.699,111.688
132,hfd28 ep1 tip.tif  (red) thresh.tif,10423,3984.553,907.500,1092.021,3927,816,112,188,166.680,79.619,99.043,188.322,255,100,3986,1004,86.651,104.432
133,hfd28 ep1 tip.tif  (red) thresh.tif,5044,2045.538,876.685,786.683,1997,821,98,109,94.455,67.992,66.365,112.872,255,100,2022,922,60.255,88.747
134,hfd28 ep1 tip.tif  (red) thresh.tif,4149,2705.142,875.435,375.563,2664,833,84,89,83.618,63.177,57.533,96.385,255,100,2665,903,30.556,72.133
135,hfd28 ep1 tip.tif  (red) thresh.tif,9052,2808.173,898.460,610.115,2744,838,127,121,117.814,97.826,9.654,130.495,255,100,2744,908,13.291,115.274
136,hfd28 ep1 tip.tif  (red) thresh.tif,4388,4055.822,901.464,404.392,4020,841,61,115,98.795,56.551,89.382,115.624,255,100,4054,841,95.957,60.705
137,hfd28 ep1 tip.tif  (red) thresh.tif,6713,3009.335,901.725,494.617,2953,849,112,99,97.104,88.022,166.478,112.641,255,100,2953,898,173.884,95.154
138,hfd28 ep1 tip.tif  (red) thresh.tif,8084,3114.433,916.208,550.860,3059,851,107,120,112.690,91.338,70.914,125.936,255,100,3089,969,69.550,99.254
139,hfd28 ep1 tip.tif  (red) thresh.tif,4100,1733.938,897.322,569.103,1685,862,91,79,80.618,64.754,17.510,94.303,255,100,1712,941,55.804,77.080
140,hfd28 ep1 tip.tif  (red) thresh.tif,6638,2148.207,914.465,543.203,2089,867,119,102,103.085,81.988,16.223,121.202,255,100,2089,919,10.939,97.940
141,hfd28 ep1 tip.tif  (red) thresh.tif,6055,3395.041,924.836,525.245,3346,873,107,99,103.804,74.270,32.864,111.826,255,100,3363,971,51.900,90.508
142,hfd28 ep1 tip.tif  (red) thresh.tif,4090,2482.202,920.317,710.215,2430,881,103,88,77.036,67.599,172.636,104.216,255,100,2437,940,25.582,87.064
143,hfd28 ep1 tip.tif  (red) thresh.tif,9312,2901.199,952.627,495.647,2842,886,114,125,124.695,95.083,69.778,128.888,255,100,2854,996,48.145,96.111
144,hfd28 ep1 tip.tif  (red) thresh.tif,5798,3213.843,946.542,670.801,3167,893,92,107,96.343,76.625,76.260,116.297,255,100,3196,1000,64.537,83.525
145,hfd28 ep1 tip.tif  (red) thresh.tif,15693,3675.212,967.057,1483.426,3570,896,215,145,200.548,99.632,162.968,227.306,255,100,3573,916,158.854,135.148
146,hfd28 ep1 tip.tif  (red) thresh.tif,7566,1970.049,969.363,949.595,1916,902,112,120,98.877,97.427,159.727,130.602,255,100,1935,918,127.221,111.486
147,hfd28 ep1 tip.tif  (red) thresh.tif,8739,2387.129,986.772,827.754,2325,925,125,117,115.250,96.545,132.707,145.086,255,100,2352,927,128.845,114.674
148,hfd28 ep1 tip.tif  (red) thresh.tif,9359,2681.137,985.274,711.428,2614,927,125,120,113.755,104.753,132.659,132.098,255,100,2622,962,150.524,118.480
149,hfd28 ep1 tip.tif  (red) thresh.tif,3736,3301.876,969.933,554.860,3249,934,100,72,84.881,56.041,20.371,105.546,255,100,3249,998,27.051,71.007
150,hfd28 ep1 tip.tif  (red) thresh.tif,3509,1469.539,975.726,477.203,1424,941,88,77,85.549,52.225,40.185,95.131,255,100,1426,1002,33.857,59.281
151,hfd28 ep1 tip.tif  (red) thresh.tif,18316,1630.574,1023.509,1889.332,1468,943,355,147,314.271,74.206,7.498,371.571,255,100,1470,1073,18.679,131.007
152,hfd28 ep1 tip.tif  (red) thresh.tif,4253,1859.897,995.159,474.475,1814,950,87,90,81.222,66.670,23.675,97.417,255,100,1814,1017,31.569,81.805
153,hfd28 ep1 tip.tif  (red) thresh.tif,11225,3508.259,1042.150,1341.242,3413,950,196,181,175.800,81.298,40.223,201.792,255,100,3413,1086,13.761,121.673
154,hfd28 ep1 tip.tif  (red) thresh.tif,5895,2076.441,1007.262,646.659,2027,955,107,101,90.168,83.242,21.433,117.068,255,100,2033,1042,34.912,97.821
155,hfd28 ep1 tip.tif  (red) thresh.tif,5722,3014.006,997.858,849.955,2950,955,121,83,103.095,70.668,20.607,131.183,255,100,2951,1026,23.829,81.699
156,hfd28 ep1 tip.tif  (red) thresh.tif,4949,2511.588,1017.565,732.399,2465,967,107,101,100.895,62.454,43.055,118.811,255,100,2473,1054,36.098,80.777
157,hfd28 ep1 tip.tif  (red) thresh.tif,4720,3129.978,1025.463,602.659,3091,977,85,101,89.033,67.499,90.097,101.651,255,100,3120,1075,74.597,83.427
158,hfd28 ep1 tip.tif  (red) thresh.tif,5519,2280.038,1040.926,463.647,2242,994,84,100,90.362,77.765,81.477,101.710,255,100,2260,1091,59.906,84.000
159,hfd28 ep1 tip.tif  (red) thresh.tif,20111,3395.959,1156.440,2445.464,3305,995,218,338,305.593,83.792,116.999,351.682,255,100,3346,1001,109.259,132.083
160,hfd28 ep1 tip.tif  (red) thresh.tif,12155,3855.086,1103.620,1309.886,3763,1005,189,204,229.841,67.334,128.479,235.077,255,100,3771,1027,140.350,93.138
161,hfd28 ep1 tip.tif  (red) thresh.tif,5897,2819.322,1053.290,513.161,2766,1007,101,91,95.876,78.312,5.100,108.674,255,100,2766,1074,26.801,86.636
162,hfd28 ep1 tip.tif  (red) thresh.tif,37129,3140.696,1121.306,2732.844,2956,1010,366,217,317.966,148.677,2.297,370.885,255,100,2956,1086,170.690,211.356
