 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret
21,Image 10.tif (green),177,1497.828,21.511,69.456,1488,14,21,14,19.531,11.538,161.362,23.707,255,100,1488,17,152.354,14.000
22,Image 10.tif (green),310,3849.268,32.810,149.640,3829,15,36,32,33.112,11.920,141.658,46.228,255,100,3829,16,141.147,21.083
23,Image 10.tif (green),1034,3550.631,40.955,260.066,3524,18,51,42,45.184,29.137,29.133,60.877,255,100,3530,60,42.337,37.711
24,Image 10.tif (green),744,3308.948,39.630,331.522,3277,22,53,48,32.505,29.143,126.290,60.902,255,100,3277,24,150.489,46.016
25,Image 10.tif (green),245,3106.737,30.214,123.740,3090,23,33,21,24.276,12.850,15.333,34.205,255,100,3094,44,37.875,20.984
26,Image 10.tif (green),709,1679.697,60.675,187.196,1660,28,39,48,32.726,27.585,76.994,48.836,255,100,1669,76,79.380,36.151
27,Image 10.tif (green),209,1444.323,42.682,119.983,1430,31,25,23,18.973,14.026,22.555,26.627,255,100,1434,53,55.713,18.842
28,Image 10.tif (green),110,3037.236,37.700,79.113,3020,31,30,16,26.842,5.218,24.423,34.000,255,100,3020,47,28.072,8.944
29,Image 10.tif (green),306,3369.696,44.033,89.355,3359,31,19,32,26.360,14.781,80.119,32.388,255,100,3368,31,98.881,17.454
30,Image 10.tif (green),2473,3841.858,71.119,565.002,3789,35,101,71,75.520,41.694,2.148,101.597,255,100,3789,59,6.216,68.461
31,Image 10.tif (green),1143,3618.378,74.870,289.723,3589,41,66,62,69.592,20.912,49.413,79.057,255,100,3589,97,34.695,33.332
32,Image 10.tif (green),101,1518.163,48.134,42.042,1511,42,12,14,15.173,8.475,130.527,17.029,255,100,1511,43,130.236,10.413
33,Image 10.tif (green),8521,1812.530,109.967,494.617,1755,43,106,130,123.036,88.180,122.093,130.419,255,100,1757,78,142.164,100.000
34,Image 10.tif (green),144,3453.174,56.514,102.083,3438,46,30,19,17.534,10.456,9.385,31.321,255,100,3438,64,16.699,17.772
35,Image 10.tif (green),241,1538.330,66.994,90.811,1527,49,24,33,36.405,8.429,126.106,38.588,255,100,1530,49,121.218,11.005
36,Image 10.tif (green),184,3505.707,61.793,63.841,3496,51,22,19,24.695,9.487,136.414,26.907,255,100,3498,51,138.013,11.314
37,Image 10.tif (green),4442,1497.493,98.805,419.505,1454,53,90,87,88.645,63.802,137.629,102.942,255,100,1455,65,140.123,66.124
38,Image 10.tif (green),268,3011.847,68.854,113.497,2999,54,25,30,29.458,11.584,58.531,33.971,255,100,2999,82,42.614,17.750
39,Image 10.tif (green),101,1444.906,61.658,50.870,1437,55,16,13,16.502,7.793,23.009,18.385,255,100,1440,68,45.000,11.035
40,Image 10.tif (green),8881,3727.958,111.240,1141.235,3645,57,155,114,141.078,80.151,157.495,173.234,255,100,3659,60,140.152,113.140
41,Image 10.tif (green),134,1371.470,66.590,64.527,1364,58,20,18,16.597,10.280,37.324,21.190,255,100,1364,72,19.290,13.828
42,Image 10.tif (green),415,1733.948,70.404,85.598,1722,58,23,26,24.533,21.538,101.111,28.178,255,100,1728,58,117.474,22.808
43,Image 10.tif (green),587,1404.006,83.703,130.953,1389,60,33,48,42.543,17.568,117.090,53.226,255,100,1399,60,115.602,23.765
44,Image 10.tif (green),1836,1687.612,106.180,297.966,1663,78,54,59,53.245,43.904,60.453,61.400,255,100,1684,137,73.926,53.557
45,Image 10.tif (green),411,1554.456,115.923,154.953,1543,85,21,63,51.804,10.102,81.125,63.388,255,100,1550,85,96.340,16.287
46,Image 10.tif (green),112,1311.188,99.536,54.627,1305,93,12,18,14.573,9.785,102.536,18.974,255,100,1305,93,108.435,12.000
47,Image 10.tif (green),123,3368.874,97.459,60.870,3357,93,23,9,21.832,7.173,2.187,23.770,255,100,3357,101,14.621,8.714
48,Image 10.tif (green),4739,1377.897,141.488,504.375,1321,95,103,93,88.369,68.281,133.222,106.892,255,100,1321,121,152.716,81.078
49,Image 10.tif (green),2635,3534.470,149.780,425.605,3493,104,81,79,68.566,48.931,60.282,81.413,255,100,3502,176,62.176,66.500
50,Image 10.tif (green),132,3053.659,114.803,80.527,3043,108,25,17,17.566,9.568,151.547,26.249,255,100,3043,110,162.255,14.849
51,Image 10.tif (green),231,3499.201,120.119,102.326,3489,108,29,22,24.450,12.029,36.825,31.765,255,100,3490,130,28.179,15.522
52,Image 10.tif (green),4298,1616.932,157.737,457.120,1573,109,85,101,108.351,50.506,128.632,121.400,255,100,1579,109,126.964,60.462
53,Image 10.tif (green),11788,3371.836,183.135,958.281,3304,115,149,131,123.364,121.664,173.547,152.502,255,100,3325,129,139.521,130.077
54,Image 10.tif (green),589,3843.098,133.960,208.853,3822,117,44,37,41.175,18.213,36.349,53.907,255,100,3825,154,40.486,25.456
55,Image 10.tif (green),260,1736.365,136.719,113.012,1715,122,40,22,27.654,11.971,8.326,40.200,255,100,1715,138,174.289,20.656
56,Image 10.tif (green),1550,1298.686,165.069,230.208,1266,126,60,64,54.155,36.442,49.154,72.945,255,100,1277,190,61.327,47.886
57,Image 10.tif (green),294,3487.980,142.959,133.154,3474,130,33,33,24.006,15.593,55.574,36.401,255,100,3481,162,52.815,26.393
58,Image 10.tif (green),3940,3048.887,178.794,854.725,2993,134,100,91,89.707,55.921,148.994,115.603,255,100,2993,152,149.886,82.684
59,Image 10.tif (green),3547,3628.345,177.816,401.706,3586,134,89,82,74.415,60.689,0.560,93.301,255,100,3586,196,17.464,75.993
60,Image 10.tif (green),123,3648.077,146.427,71.698,3640,135,21,18,17.891,8.754,141.203,22.361,255,100,3641,138,153.435,15.774
61,Image 10.tif (green),161,2965.960,147.550,71.456,2955,138,19,20,20.891,9.812,48.188,26.907,255,100,2956,158,48.013,15.008
62,Image 10.tif (green),612,1579.397,187.647,186.794,1557,152,48,64,66.276,11.757,128.328,74.813,255,100,1559,155,127.942,20.930
63,Image 10.tif (green),11370,1750.847,221.288,611.044,1677,155,141,128,141.082,102.612,146.650,145.499,255,100,1677,210,162.810,109.370
64,Image 10.tif (green),353,3811.724,174.239,112.426,3793,158,30,31,25.462,17.652,114.858,34.986,255,100,3793,171,149.036,26.480
65,Image 10.tif (green),5289,1545.902,236.027,659.831,1488,161,114,120,116.458,57.825,129.068,148.839,255,100,1493,163,128.179,88.458
66,Image 10.tif (green),120,1478.025,169.742,47.456,1471,163,16,13,14.818,10.311,24.867,17.088,255,100,1471,174,20.556,12.182
67,Image 10.tif (green),1154,3863.278,205.486,488.576,3836,165,61,79,46.046,31.910,103.786,79.630,255,100,3870,165,97.214,48.844
68,Image 10.tif (green),287,1439.169,180.148,108.912,1421,169,39,20,30.858,11.842,174.437,39.319,255,100,1421,185,7.306,19.647
69,Image 10.tif (green),6901,1215.308,232.818,465.806,1167,173,87,130,122.325,71.830,106.192,136.015,255,100,1182,173,107.103,80.393
70,Image 10.tif (green),894,1408.367,209.840,207.539,1389,191,46,49,42.855,26.561,61.253,60.000,255,100,1399,239,53.130,36.911
71,Image 10.tif (green),4766,3731.909,233.694,804.382,3680,191,111,97,95.348,63.643,30.947,117.171,255,100,3686,267,26.346,83.453
72,Image 10.tif (green),5681,1870.806,254.358,444.233,1834,192,78,124,108.895,66.424,88.537,124.197,255,100,1865,316,86.769,77.466
73,Image 10.tif (green),16633,1342.994,283.952,807.370,1271,194,146,174,173.312,122.195,106.860,183.918,255,100,1300,200,124.813,134.308
74,Image 10.tif (green),377,3812.938,212.420,123.397,3800,196,26,33,33.787,14.207,120.747,34.785,255,100,3807,196,108.435,18.336
75,Image 10.tif (green),3702,1453.255,252.836,448.735,1423,200,65,100,91.895,51.292,98.627,101.119,255,100,1441,300,81.469,57.601
76,Image 10.tif (green),188,1272.037,222.968,71.456,1267,208,11,30,25.967,9.218,79.480,30.414,255,100,1269,238,80.538,10.568
77,Image 10.tif (green),1532,3511.669,257.612,416.635,3477,208,65,77,60.952,32.002,134.139,89.202,255,100,3481,213,127.255,46.239
78,Image 10.tif (green),846,1635.680,228.104,173.154,1609,210,58,31,61.409,17.541,7.469,62.177,255,100,1611,239,27.801,24.086
79,Image 10.tif (green),400,3536.830,227.995,106.083,3524,215,29,24,27.176,18.741,161.862,34.132,255,100,3524,217,148.173,23.915
80,Image 10.tif (green),6941,3189.711,290.332,1140.347,3102,219,164,117,123.234,71.714,158.047,166.721,255,100,3102,244,169.634,110.604
81,Image 10.tif (green),519,3261.167,239.860,132.468,3247,223,28,33,31.548,20.946,56.589,36.359,255,100,3252,254,58.496,25.456
82,Image 10.tif (green),217,3510.721,232.629,74.870,3501,223,17,24,20.363,13.568,100.250,24.739,255,100,3510,247,75.964,16.263
83,Image 10.tif (green),261,3650.967,236.389,79.598,3637,229,25,18,23.588,14.088,153.278,30.806,255,100,3637,229,144.246,17.755
84,Image 10.tif (green),5266,1662.270,297.609,401.505,1621,242,86,111,110.470,60.694,123.156,120.441,255,100,1642,246,119.332,66.736
85,Image 10.tif (green),4341,3610.939,281.441,359.179,3565,243,95,81,79.359,69.648,7.402,95.258,255,100,3565,296,4.214,79.083
86,Image 10.tif (green),115,3075.709,248.387,63.456,3059,245,28,9,27.131,5.397,168.453,28.862,255,100,3059,245,165.964,7.945
87,Image 10.tif (green),4735,3809.897,310.445,674.943,3765,249,94,112,79.966,75.392,87.931,112.112,255,100,3821,249,92.556,87.140
88,Image 10.tif (green),5241,3438.217,311.679,651.671,3394,255,90,108,88.194,75.663,99.146,109.165,255,100,3410,264,114.922,88.703
89,Image 10.tif (green),3375,3069.778,304.912,458.534,3036,257,70,88,77.002,55.806,100.478,99.323,255,100,3040,261,122.250,68.446
90,Image 10.tif (green),6306,3321.015,318.855,484.434,3280,260,83,116,103.541,77.544,80.945,116.349,255,100,3304,376,85.564,82.694
91,Image 10.tif (green),175,3371.906,277.369,75.113,3365,267,13,28,26.050,8.554,104.076,30.871,255,100,3365,267,114.905,12.119
92,Image 10.tif (green),7295,2042.218,334.031,478.919,1990,284,103,101,108.087,85.934,120.824,122.348,255,100,1991,295,135.993,91.816
93,Image 10.tif (green),334,2283.419,298.099,76.426,2273,286,22,25,28.000,15.188,55.679,30.480,255,100,2275,310,48.991,16.616
94,Image 10.tif (green),444,3730.957,320.367,163.054,3714,298,31,39,28.718,19.685,116.692,41.785,255,100,3728,298,111.038,26.935
95,Image 10.tif (green),5750,1556.464,345.053,429.404,1506,299,102,99,96.844,75.597,140.135,108.688,255,100,1514,299,115.622,84.677
96,Image 10.tif (green),5125,1781.016,341.564,441.605,1730,303,113,82,102.897,63.417,16.346,115.953,255,100,1730,359,12.958,80.306
97,Image 10.tif (green),7865,1938.684,372.994,551.446,1880,305,105,138,129.650,77.239,103.002,138.362,255,100,1934,443,85.855,85.493
98,Image 10.tif (green),1924,1466.871,345.125,476.676,1423,308,68,76,53.538,45.757,97.520,93.381,255,100,1423,373,43.264,65.151
99,Image 10.tif (green),219,3252.340,326.998,76.627,3245,309,13,29,25.526,10.924,84.213,30.083,255,100,3247,338,74.578,13.000
100,Image 10.tif (green),10490,2214.501,373.225,556.701,2143,311,131,136,122.057,109.427,146.954,139.946,255,100,2195,311,103.639,109.200
101,Image 10.tif (green),125,3012.084,322.532,60.627,3005,311,16,19,20.290,7.844,134.164,24.083,255,100,3005,311,131.634,11.700
102,Image 10.tif (green),3130,1243.566,353.873,350.836,1196,314,82,83,82.924,48.059,130.758,106.301,255,100,1196,315,131.186,55.673
103,Image 10.tif (green),3138,3544.012,354.518,340.593,3508,314,72,81,75.729,52.759,123.117,85.604,255,100,3510,322,127.405,66.282
104,Image 10.tif (green),5545,3659.811,371.969,551.245,3602,322,109,104,92.947,75.958,18.618,112.361,255,100,3602,376,16.015,88.894
105,Image 10.tif (green),263,2293.542,334.880,160.811,2273,325,46,21,30.014,11.157,169.711,46.174,255,100,2273,334,175.030,19.606
106,Image 10.tif (green),1397,1846.459,361.901,259.622,1809,327,66,63,65.604,27.113,33.608,84.900,255,100,1809,387,43.091,43.918
107,Image 10.tif (green),111,1628.644,342.788,66.284,1622,330,15,22,16.777,8.424,133.727,26.627,255,100,1622,330,124.287,12.728
108,Image 10.tif (green),5985,2340.233,394.074,420.836,2301,340,85,105,98.146,77.643,95.367,106.607,255,100,2312,344,126.225,83.483
109,Image 10.tif (green),183,3515.183,368.199,71.456,3506,358,16,23,21.271,10.954,115.810,25.495,255,100,3511,358,115.560,14.546
110,Image 10.tif (green),1088,1299.363,395.412,245.480,1281,363,48,60,42.783,32.379,82.909,60.671,255,100,1292,363,98.531,43.822
111,Image 10.tif (green),259,2117.647,376.087,95.012,2107,363,22,25,23.345,14.126,126.262,26.420,255,100,2110,365,119.476,17.605
112,Image 10.tif (green),5371,1636.006,418.721,416.333,1584,364,95,105,97.972,69.801,60.193,106.705,255,100,1627,364,100.257,77.977
113,Image 10.tif (green),191,1689.453,378.526,100.912,1681,364,20,30,23.068,10.542,116.481,31.321,255,100,1682,364,106.699,16.547
114,Image 10.tif (green),279,1720.948,379.654,98.426,1706,366,25,27,21.947,16.186,44.253,29.967,255,100,1708,393,64.290,22.638
115,Image 10.tif (green),2085,3267.774,406.428,651.286,3227,369,88,92,55.895,47.494,47.945,97.000,255,100,3243,455,42.075,83.115
116,Image 10.tif (green),5831,3759.528,423.664,591.588,3705,372,110,95,100.220,74.080,19.460,118.224,255,100,3707,451,35.707,90.167
117,Image 10.tif (green),520,3503.629,402.294,164.569,3494,377,26,43,37.855,17.490,107.046,44.922,255,100,3496,377,106.821,26.000
118,Image 10.tif (green),7009,3398.321,423.738,512.860,3335,378,133,94,120.126,74.290,174.973,133.094,255,100,3335,428,177.847,84.153
119,Image 10.tif (green),158,1747.797,386.424,68.870,1737,379,22,17,25.414,7.916,156.195,27.019,255,100,1737,379,141.009,11.011
120,Image 10.tif (green),3656,1855.470,432.584,548.902,1815,379,84,102,88.723,52.466,112.574,102.201,255,100,1849,379,106.484,61.502
121,Image 10.tif (green),296,1467.149,397.568,96.770,1453,384,26,26,22.495,16.754,65.847,31.064,255,100,1453,401,33.179,21.845
122,Image 10.tif (green),615,2278.726,417.498,185.882,2265,386,27,58,56.928,13.755,72.132,63.977,255,100,2265,444,65.037,18.960
123,Image 10.tif (green),170,3023.071,397.329,101.740,3010,386,29,28,26.803,8.076,137.251,35.355,255,100,3014,387,135.000,12.021
124,Image 10.tif (green),183,3828.260,400.500,63.698,3823,388,11,24,23.788,9.795,93.944,24.739,255,100,3825,388,104.036,11.000
125,Image 10.tif (green),854,1785.160,405.170,136.326,1763,391,43,29,46.533,23.367,157.348,49.930,255,100,1763,392,147.265,27.442
126,Image 10.tif (green),171,2000.254,406.950,109.882,1988,393,24,31,26.267,8.289,56.927,35.000,255,100,1988,423,53.130,13.765
127,Image 10.tif (green),13899,1742.545,478.249,636.500,1668,398,148,157,155.724,113.642,124.571,173.092,255,100,1706,398,115.677,122.411
128,Image 10.tif (green),135,2430.863,410.544,51.698,2421,405,19,11,17.574,9.781,179.005,19.416,255,100,2421,412,11.889,11.000
129,Image 10.tif (green),166,2403.253,418.572,99.497,2388,408,24,24,16.155,13.083,103.499,28.844,255,100,2388,415,146.310,20.204
130,Image 10.tif (green),134,1550.149,418.007,83.698,1536,409,24,23,21.880,7.798,146.413,32.527,255,100,1537,409,135.000,14.734
131,Image 10.tif (green),158,3004.816,425.684,95.941,2999,409,14,32,28.261,7.118,88.760,32.140,255,100,3001,441,84.644,13.804
132,Image 10.tif (green),6406,2043.391,454.422,414.635,1988,411,105,92,96.364,84.641,26.213,105.309,255,100,2026,503,59.783,88.445
133,Image 10.tif (green),633,3043.596,436.836,234.652,3016,414,52,46,33.672,23.935,154.636,52.612,255,100,3016,436,171.254,35.936
134,Image 10.tif (green),9011,3592.321,474.609,655.872,3525,415,136,119,112.941,101.586,0.725,137.117,255,100,3525,450,169.919,110.028
135,Image 10.tif (green),7940,2165.827,480.479,485.546,2113,420,109,114,116.818,86.541,138.408,129.557,255,100,2132,420,132.184,94.673
136,Image 10.tif (green),201,1809.709,436.485,64.627,1803,424,12,24,22.792,11.228,94.462,24.739,255,100,1807,448,75.964,12.000
137,Image 10.tif (green),1558,3290.283,453.864,252.652,3267,427,47,64,45.418,43.676,100.824,64.846,255,100,3287,491,72.962,47.000
138,Image 10.tif (green),397,3499.921,438.858,139.882,3478,428,53,22,39.689,12.736,4.399,55.362,255,100,3478,444,16.798,20.681
139,Image 10.tif (green),27878,2364.894,587.542,2171.942,2247,434,224,349,257.318,137.944,97.973,357.830,255,100,2358,783,77.245,215.606
140,Image 10.tif (green),1923,1931.909,466.199,430.291,1862,440,122,64,83.926,29.174,20.240,129.468,255,100,1862,492,23.199,57.194
141,Image 10.tif (green),703,3855.558,469.521,190.853,3844,442,27,57,48.444,18.477,84.814,57.706,255,100,3846,499,81.027,26.675
142,Image 10.tif (green),400,3682.557,471.885,147.640,3672,453,30,33,23.914,21.297,91.416,36.620,255,100,3680,453,124.992,27.002
143,Image 10.tif (green),506,3816.496,471.860,128.569,3800,453,31,38,34.586,18.628,117.611,38.833,255,100,3808,453,101.889,23.929
144,Image 10.tif (green),121,1493.269,470.037,77.941,1487,459,15,29,20.077,7.674,109.918,30.083,255,100,1489,459,105.422,13.268
145,Image 10.tif (green),13773,3162.073,556.779,1899.575,3068,461,199,207,196.343,89.315,43.546,237.059,255,100,3072,633,42.778,145.137
146,Image 10.tif (green),4048,3474.629,516.322,415.220,3432,469,84,87,75.840,67.960,71.583,91.181,255,100,3457,554,68.782,73.584
147,Image 10.tif (green),485,1623.570,483.290,152.326,1599,472,59,23,54.386,11.354,166.077,63.325,255,100,1599,472,158.703,14.849
148,Image 10.tif (green),4922,1963.197,525.132,588.132,1919,476,94,95,100.880,62.122,132.356,112.004,255,100,1931,477,127.381,81.759
149,Image 10.tif (green),10258,3347.169,538.526,630.558,3284,476,125,129,122.129,106.944,137.895,144.627,255,100,3306,479,119.401,112.512
150,Image 10.tif (green),130,3264.269,491.746,56.627,3257,485,15,17,14.836,11.157,69.241,18.028,255,100,3257,497,33.690,13.097
151,Image 10.tif (green),1456,3765.903,525.768,237.924,3738,498,51,55,59.193,31.319,123.662,72.863,255,100,3738,500,133.332,37.395
152,Image 10.tif (green),4743,1622.641,543.358,382.735,1575,502,94,82,83.172,72.608,140.032,95.189,255,100,1575,527,170.933,74.286
153,Image 10.tif (green),6154,1871.344,562.641,559.487,1825,505,85,118,115.896,67.608,99.976,122.560,255,100,1843,507,111.541,81.119
154,Image 10.tif (green),6133,3676.229,561.564,454.576,3630,506,97,102,91.074,85.741,64.666,110.454,255,100,3637,600,58.325,93.690
155,Image 10.tif (green),132,2026.250,522.318,70.284,2018,515,19,21,15.300,10.985,76.610,21.932,255,100,2022,536,46.848,17.847
156,Image 10.tif (green),111,3532.203,528.320,72.527,3526,516,14,23,18.483,7.647,105.830,24.698,255,100,3526,516,121.759,11.801
157,Image 10.tif (green),7226,2080.581,567.664,420.877,2026,517,115,99,104.500,88.043,14.993,116.250,255,100,2026,574,8.409,89.385
158,Image 10.tif (green),6782,2476.845,570.809,711.186,2418,517,111,116,105.459,81.881,107.771,135.772,255,100,2418,527,134.403,95.717
159,Image 10.tif (green),219,2556.203,540.989,80.184,2546,529,21,22,17.115,16.292,132.373,24.042,255,100,2547,529,135.000,19.945
160,Image 10.tif (green),209,1691.371,541.237,79.941,1680,533,30,15,22.838,11.652,167.147,30.463,255,100,1682,533,156.801,14.969
161,Image 10.tif (green),11547,2217.200,607.044,559.831,2149,540,138,135,122.825,119.700,17.870,139.635,255,100,2149,603,168.851,122.173
162,Image 10.tif (green),659,3809.817,573.939,189.539,3788,543,39,58,60.463,13.877,55.266,67.742,255,100,3788,601,58.891,21.450
163,Image 10.tif (green),3077,3566.752,588.002,296.936,3534,550,66,76,70.092,55.894,105.506,78.102,255,100,3543,550,103.325,63.571
164,Image 10.tif (green),1319,1794.659,573.571,245.480,1760,555,69,47,55.363,30.335,178.874,78.294,255,100,1760,565,151.798,46.018
165,Image 10.tif (green),3308,1541.486,602.971,356.836,1515,556,56,98,91.823,45.869,86.262,98.326,255,100,1537,556,94.667,55.579
166,Image 10.tif (green),10554,1759.067,638.444,1059.820,1678,560,159,144,145.468,92.376,147.101,176.207,255,100,1693,561,127.390,129.458
167,Image 10.tif (green),245,1928.300,583.076,70.184,1922,570,16,26,22.122,14.101,91.648,26.476,255,100,1923,596,79.114,16.000
168,Image 10.tif (green),186,2009.177,581.645,74.527,1992,571,26,18,18.536,12.776,6.485,26.683,255,100,1992,583,167.005,17.571
169,Image 10.tif (green),301,1592.374,598.733,73.355,1585,586,18,25,22.406,17.105,86.962,25.962,255,100,1585,611,74.358,18.000
170,Image 10.tif (green),9645,1979.062,652.313,515.161,1920,596,114,122,125.017,98.229,125.576,144.845,255,100,1940,600,125.446,105.731
171,Image 10.tif (green),9523,1636.163,668.520,532.475,1571,607,133,115,120.857,100.325,144.464,137.277,255,100,1571,660,165.660,106.124
172,Image 10.tif (green),288,2086.983,624.278,110.770,2069,617,38,16,34.922,10.500,8.311,39.560,255,100,2069,628,16.144,15.485
173,Image 10.tif (green),2449,2553.379,662.337,592.357,2516,617,85,95,62.895,49.578,119.178,100.180,255,100,2516,618,116.053,80.307
174,Image 10.tif (green),5579,3717.989,675.689,481.019,3676,617,85,120,110.419,64.331,59.759,122.967,255,100,3690,730,58.637,84.031
175,Image 10.tif (green),103,2915.248,639.306,80.770,2905,627,19,25,17.956,7.304,56.072,25.962,255,100,2913,652,74.358,13.205
176,Image 10.tif (green),6458,2104.038,674.768,396.007,2059,628,99,92,100.182,82.076,32.703,112.610,255,100,2063,715,48.240,89.554
177,Image 10.tif (green),5877,3619.524,684.125,390.208,3576,634,80,98,95.725,78.170,87.615,105.423,255,100,3581,722,51.934,80.000
178,Image 10.tif (green),11429,2483.597,744.200,756.257,2437,645,101,186,182.348,79.803,92.101,188.862,255,100,2465,645,101.607,99.769
179,Image 10.tif (green),215,1177.240,652.816,92.870,1152,647,38,14,31.874,8.588,164.971,40.162,255,100,1152,648,161.114,12.851
180,Image 10.tif (green),7208,1871.142,719.391,606.416,1808,647,107,136,117.627,78.022,71.884,138.279,255,100,1862,783,79.584,92.358
181,Image 10.tif (green),7977,2285.736,708.020,724.056,2222,649,125,123,104.497,97.196,65.149,132.401,255,100,2224,723,21.721,111.739
182,Image 10.tif (green),12404,1517.462,745.452,703.772,1458,653,122,170,147.459,107.103,95.095,170.751,255,100,1515,653,95.377,122.000
183,Image 10.tif (green),10887,1145.221,726.168,635.630,1082,660,126,147,141.409,98.026,111.229,151.212,255,100,1100,664,115.040,108.465
184,Image 10.tif (green),7657,3135.187,758.186,702.156,3080,689,115,127,118.639,82.175,129.222,137.888,255,100,3087,709,134.706,89.443
185,Image 10.tif (green),11369,2869.977,759.815,841.453,2785,697,170,125,132.472,109.272,163.890,172.131,255,100,2785,745,170.975,124.488
186,Image 10.tif (green),3124,2180.415,730.056,286.451,2140,699,82,62,74.290,53.541,28.286,82.024,255,100,2140,737,1.397,59.385
187,Image 10.tif (green),4673,1738.711,755.303,349.078,1702,704,78,100,84.517,70.398,93.939,100.319,255,100,1721,704,94.574,74.886
188,Image 10.tif (green),112,2715.500,727.938,83.598,2705,720,22,17,19.746,7.222,28.898,26.401,255,100,2706,737,37.304,12.203
189,Image 10.tif (green),825,1686.632,747.207,172.811,1670,725,30,50,45.087,23.298,108.738,55.462,255,100,1671,725,115.641,26.403
190,Image 10.tif (green),12844,1927.339,830.876,1116.063,1860,726,146,222,211.711,77.244,60.040,230.764,255,100,1888,948,63.213,114.621
191,Image 10.tif (green),11742,2083.325,806.010,574.274,2030,726,111,152,143.897,103.896,113.519,163.371,255,100,2044,728,118.918,111.000
192,Image 10.tif (green),2591,2638.730,782.994,343.220,2608,728,73,94,75.476,43.709,63.465,106.104,255,100,2608,805,46.528,52.619
193,Image 10.tif (green),13464,3541.693,800.173,761.026,3453,732,179,137,160.824,106.594,23.942,180.472,255,100,3453,800,7.322,123.725
194,Image 10.tif (green),4173,1634.164,775.634,404.777,1593,736,83,83,83.324,63.766,149.226,92.655,255,100,1600,739,124.891,80.317
195,Image 10.tif (green),987,3659.694,767.216,251.723,3638,746,43,49,38.030,33.045,90.797,53.712,255,100,3649,795,65.821,40.546
196,Image 10.tif (green),1464,1082.159,789.835,320.007,1031,748,78,73,61.283,30.417,51.301,81.933,255,100,1031,804,19.983,55.195
197,Image 10.tif (green),32519,2846.366,876.239,2098.712,2684,749,360,310,273.567,151.350,154.873,378.583,255,100,2686,792,160.560,251.100
198,Image 10.tif (green),8506,3054.730,813.970,553.345,2985,759,135,114,136.211,79.510,137.920,146.932,255,100,2985,792,156.750,86.796
199,Image 10.tif (green),14572,2230.750,826.893,634.115,2156,760,162,135,156.140,118.827,11.674,170.763,255,100,2156,867,18.435,132.229
