 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret,Average Diameter
2909,cells4.jpg,140,1655.357,2217.7,77.255,1645,2209,20,21,14.345,12.426,96.155,21.213,255,100,1651,2209,98.13,17.244,13.3855
527,cells4.jpg,141,2600.897,410.677,62.426,2595,400,14,20,19.378,9.265,74.34,20.616,255,100,2598,420,75.964,11.166,14.3215
1557,cells4.jpg,141,750.309,1125.571,52.284,742,1119,17,13,16.134,11.128,0.536,17.72,255,100,742,1123,163.61,12.474,13.631
1570,cells4.jpg,141,2049.174,1140.911,97.012,2036,1131,28,20,25.109,7.15,139.671,33.601,255,100,2036,1131,143.471,13.741,16.1295
82,cells4.jpg,142,1534.31,37.415,71.841,1524,31,22,14,15.537,11.637,7.404,22.204,255,100,1524,37,7.765,14,13.587
1158,cells4.jpg,142,307.07,832.007,62.527,300,823,15,18,16.387,11.033,71.217,19.416,255,100,300,841,55.491,15,13.71
1762,cells4.jpg,142,2542.549,1283.246,83.012,2534,1270,14,27,24.141,7.489,87.546,28.46,255,100,2534,1297,71.565,11.455,15.815
1806,cells4.jpg,142,620.338,1312.859,86.912,612,1302,19,20,15.076,11.992,135.638,22.672,255,100,616,1302,131.424,15.652,13.534
2404,cells4.jpg,142,3211.479,1826.225,83.841,3205,1815,14,25,17.576,10.287,90.435,25.179,255,100,3207,1815,96.843,14,13.9315
2716,cells4.jpg,142,199.718,2050.915,64.184,191,2041,15,23,18.112,9.982,82.296,23.087,255,100,198,2064,85.03,13.736,14.047
2978,cells4.jpg,142,251.979,2270.972,107.74,236,2264,30,14,24.721,7.314,5.382,30.594,255,100,236,2268,168.69,11.936,16.0175
1601,cells4.jpg,143,2748.157,1156.157,63.355,2738,1150,20,15,18.868,9.65,149.611,22.204,255,100,2740,1150,144.162,12.969,14.259
1885,cells4.jpg,143,3542.36,1366.843,70.77,3531,1361,21,15,15.432,11.798,177.516,21.095,255,100,3531,1363,174.56,14.727,13.615
2282,cells4.jpg,143,718.409,1731.843,79.497,708,1724,24,20,25.009,7.28,35.016,29.411,255,100,708,1744,35.311,10.817,16.1445
3241,cells4.jpg,143,2967.689,2532.717,121.64,2956,2523,25,19,14.91,12.211,30.67,26.926,255,100,2956,2537,21.801,18.897,13.5605
3661,cells4.jpg,143,1417.822,3009.059,75.983,1406,3002,23,13,20.279,8.978,11.023,24.042,255,100,1406,3013,16.928,12.474,14.6285
2654,cells4.jpg,144,35.979,2017.917,101.497,30,1995,14,36,28.537,6.425,100.593,36.878,255,100,30,1995,102.529,11.157,17.481
3710,cells4.jpg,144,3375.701,3050.611,56.184,3367,3044,18,14,16.843,10.886,30.263,21.095,255,100,3367,3058,31.43,14,13.8645
303,cells4.jpg,145,3990.452,250.672,73.255,3982,240,23,19,21.688,8.513,141.875,28.018,255,100,3982,240,145.176,11.665,15.1005
742,cells4.jpg,145,3036.231,548.755,64.77,3029,538,15,23,19.158,9.636,116.16,23.087,255,100,3033,538,94.97,13.599,14.397
1186,cells4.jpg,145,2561.507,849.3,83.255,2555,840,14,22,18.693,9.877,78.664,22.561,255,100,2558,862,77.196,12.748,14.285
3188,cells4.jpg,145,793.445,2478.486,116.468,778,2468,33,18,18.427,10.019,160.913,34.205,255,100,778,2468,164.745,14.773,14.223
3369,cells4.jpg,145,1155.693,2676.3,89.74,1144,2669,29,14,21.892,8.433,171.404,31.016,255,100,1144,2670,159.228,14,15.1625
148,cells4.jpg,146,630.178,96.062,68.77,621,86,20,17,18.936,9.817,20.267,21.932,255,100,621,102,24.228,13.4,14.3765
512,cells4.jpg,146,998.185,399.671,63.941,989,389,17,18,15.718,11.827,104.535,20.125,255,100,996,389,116.565,16.413,13.7725
763,cells4.jpg,146,2706.664,561.26,60.527,2701,552,13,19,17.27,10.764,93.968,19.925,255,100,2703,571,72.474,11.985,14.017
916,cells4.jpg,146,1440.747,661.993,77.355,1431,655,21,16,17.296,10.748,4.331,22.847,255,100,1431,668,23.199,15.101,14.022
1217,cells4.jpg,146,668.904,876.425,76.912,659,863,22,25,27.855,6.674,131.987,31.401,255,100,661,863,127.235,9.979,17.2645
1554,cells4.jpg,146,2157.11,1125.733,59.698,2152,1116,10,23,20.73,8.967,86.891,23.195,255,100,2156,1116,97.431,10,14.8485
2841,cells4.jpg,146,680.37,2167.034,117.64,661,2156,38,19,29.676,6.264,157.598,40.853,255,100,661,2159,158.459,12.108,17.97
3670,cells4.jpg,146,3670.24,3023.185,131.64,3661,3009,22,33,17.374,10.699,118.953,34.785,255,100,3663,3009,108.435,18.832,14.0365
277,cells4.jpg,147,818.52,220.752,79.255,812,212,13,21,19.708,9.497,71.554,24.698,255,100,812,233,58.241,12.127,14.6025
290,cells4.jpg,147,1891.616,235.534,71.941,1883,224,19,19,15.06,12.428,111.414,21.954,255,100,1887,224,120.069,17.579,13.744
443,cells4.jpg,147,347.405,357.466,87.983,336,346,27,25,28.964,6.462,42.93,34.713,255,100,337,371,41.496,10.367,17.713
655,cells4.jpg,147,214.935,490.724,64.77,206,481,15,19,19.378,9.659,116.045,22.472,255,100,209,481,122.276,12.522,14.5185
1936,cells4.jpg,147,1089.575,1415.255,127.296,1075,1404,36,22,20.351,9.197,175.963,36.125,255,100,1075,1412,175.236,19.481,14.774
1949,cells4.jpg,147,3687.52,1423.017,65.941,3682,1414,14,18,18.114,10.333,90.403,19.849,255,100,3683,1431,49.086,13.533,14.2235
2112,cells4.jpg,147,643.949,1577.037,105.397,635,1565,15,27,19.508,9.594,101.135,28.16,255,100,636,1565,106.504,15,14.551
2151,cells4.jpg,147,10.527,1610.997,69.012,4,1601,13,21,17.825,10.5,109.49,21.213,255,100,12,1601,98.13,12.965,14.1625
108,cells4.jpg,148,1407.027,63.824,56.77,1396,57,20,13,18.112,10.404,26.854,22.361,255,100,1396,68,26.565,12.775,14.258
137,cells4.jpg,148,4063.723,85.696,84.669,4052,77,22,19,17.11,11.013,38.43,23.409,255,100,4052,91,19.983,17.491,14.0615
155,cells4.jpg,148,2258.149,103.709,94.669,2248,95,23,22,16.607,11.347,43.847,28.601,255,100,2248,117,36.469,16.999,13.977
2887,cells4.jpg,148,1872.155,2193.351,95.497,1857,2186,32,15,27.831,6.771,165.153,32.28,255,100,1858,2186,163.811,9.999,17.301
2991,cells4.jpg,148,4031.723,2278.669,70.77,4019,2271,22,16,14.811,12.723,163.842,22.091,255,100,4019,2275,5.194,15.782,13.767
1185,cells4.jpg,149,2007.258,848.218,68.184,1999,839,17,22,21.663,8.757,56.764,26.249,255,100,1999,861,49.635,12.141,15.21
2788,cells4.jpg,149,4018.46,2117.272,90.912,4005,2105,25,25,25.82,7.348,132.465,33.302,255,100,4005,2107,138.652,10.981,16.584
3060,cells4.jpg,149,1877.701,2351.359,85.255,1863,2344,26,14,22.587,8.399,154.988,28.231,255,100,1863,2344,157.068,12.254,15.493
467,cells4.jpg,150,1496.387,362.553,89.598,1482,356,28,21,25.959,7.357,30.364,35,255,100,1482,377,36.87,11.504,16.658
2352,cells4.jpg,150,4055.167,1786.093,75.497,4047,1776,20,22,20.462,9.334,45.703,24.759,255,100,4047,1794,46.637,13.743,14.898
2581,cells4.jpg,150,1043.333,1953.053,54.77,1033,1946,20,15,16.513,11.566,16.265,20.1,255,100,1033,1951,5.711,13.598,14.0395
2876,cells4.jpg,150,2340.027,2186.16,73.113,2330,2177,19,17,15.905,12.008,129.255,20.518,255,100,2332,2178,133.025,15.556,13.9565
2889,cells4.jpg,150,1471.553,2198.547,134.368,1459,2188,26,21,15.67,12.188,14.465,26.571,255,100,1459,2200,19.799,18.681,13.929
3498,cells4.jpg,150,1460.827,2836.8,150.368,1450,2821,28,28,17.912,10.662,44.993,30.887,255,100,1451,2848,60.945,22.242,14.287
371,cells4.jpg,151,3825.606,297.752,91.497,3813,289,23,16,19.196,10.016,10.212,25.495,255,100,3813,300,25.56,15.652,14.606
863,cells4.jpg,151,2051.169,631.93,61.598,2043,622,15,20,17.891,10.746,69.568,21.633,255,100,2043,640,56.31,13.377,14.3185
1802,cells4.jpg,151,1990.334,1307.573,59.355,1980,1299,18,18,18.152,10.592,127.994,22.204,255,100,1980,1299,144.162,12.733,14.372
2589,cells4.jpg,151,477.573,1961.507,98.083,462,1952,33,15,25.932,7.414,166.882,34.482,255,100,462,1955,163.142,13.049,16.673
3045,cells4.jpg,151,3429.414,2346.699,76.184,3425,2332,10,32,26.884,7.151,94.128,32.388,255,100,3425,2332,98.881,9.513,17.0175
147,cells4.jpg,152,3980.803,95.967,68.184,3975,85,13,25,24.679,7.842,68.729,27.313,255,100,3976,110,66.251,10.733,16.2605
1522,cells4.jpg,153,3073.827,1106.5,107.64,3061,1096,24,23,20.672,9.424,147.04,27.459,255,100,3063,1096,123.111,14.795,15.048
1834,cells4.jpg,153,351.422,1334.585,60.912,342,1325,18,19,17.781,10.956,59.224,20.809,255,100,342,1343,35.218,14.145,14.3685
2367,cells4.jpg,153,547.474,1794.624,54.527,537,1788,20,12,19.47,10.005,10.95,20.616,255,100,537,1797,14.036,12,14.7375
421,cells4.jpg,154,365.994,338.416,49.456,360,330,13,17,16.461,11.912,116.175,17.804,255,100,360,331,128.157,12.944,14.1865
2489,cells4.jpg,154,994.812,1888.442,75.941,987,1877,13,25,21.894,8.956,105.041,26.249,255,100,991,1877,107.745,12.348,15.425
2709,cells4.jpg,154,1456.597,2055.058,133.882,1450,2039,14,33,23.59,8.312,97.557,34.785,255,100,1450,2039,108.435,14,15.951
2840,cells4.jpg,154,232.013,2162.773,70.184,216,2155,26,14,18.908,10.37,4.4,26.173,255,100,216,2164,173.418,13.804,14.639
3619,cells4.jpg,154,3981.442,2974.24,110.569,3972,2959,18,32,23.261,8.43,70.611,32.985,255,100,3981,2991,75.964,15.882,15.8455
3066,cells4.jpg,155,3957.823,2359.552,72.184,3951,2349,15,21,15.98,12.35,64.472,21.378,255,100,3957,2370,79.216,14.6,14.165
971,cells4.jpg,156,1264.16,702.936,58.77,1255,696,18,18,19.143,10.376,142.713,21.633,255,100,1256,696,123.69,12.19,14.7595
1613,cells4.jpg,156,3573.609,1171.34,101.983,3562,1157,22,26,20.649,9.619,51.043,28.32,255,100,3562,1178,47.862,17.409,15.134
1849,cells4.jpg,156,1968.404,1351.994,132.711,1954,1334,36,28,25.618,7.753,151.134,43.278,255,100,1955,1334,139.686,16.825,16.6855
3685,cells4.jpg,156,1550.962,3031.462,104.225,1541,3021,18,24,17.963,11.057,119.055,26.401,255,100,1541,3021,114.624,16.379,14.51
77,cells4.jpg,157,881.627,33.933,74.284,873,22,14,24,22.963,8.705,77.664,25.632,255,100,878,46,69.444,12.095,15.834
320,cells4.jpg,157,1843.914,255.939,80.426,1835,248,21,15,18.412,10.857,20.994,23.707,255,100,1835,263,27.646,14.367,14.6345
339,cells4.jpg,157,3179.494,272.303,59.598,3170,266,21,14,20.142,9.925,14.536,21.84,255,100,3170,277,15.945,11.068,15.0335
1871,cells4.jpg,157,2408.379,1354.787,87.355,2395,1350,34,10,27.837,7.181,8.787,35.171,255,100,2395,1359,14.826,9.748,17.509
2375,cells4.jpg,157,1722.914,1802.627,93.154,1713,1794,18,18,15.965,12.521,178.27,20.809,255,100,1713,1797,144.782,17.847,14.243
2493,cells4.jpg,157,487.022,1890.748,95.497,478,1881,22,17,16.966,11.783,157.194,24.597,255,100,478,1883,153.435,16.786,14.3745
29,cells4.jpg,158,546.525,9.861,97.841,528,5,38,10,29.857,6.738,2.846,38.118,255,100,528,8,4.514,9.461,18.2975
1196,cells4.jpg,158,341.076,858.943,109.64,329,846,22,25,17.823,11.287,109.41,26.249,255,100,329,849,139.635,18.918,14.555
1839,cells4.jpg,158,4078.722,1347.013,86.527,4070,1329,13,32,23.611,8.52,85.089,32.14,255,100,4080,1361,84.644,12.684,16.0655
1134,cells4.jpg,159,3290.921,815.343,82.184,3280,806,22,17,16.073,12.595,141.872,22.204,255,100,3280,813,172.235,16.319,14.334
2310,cells4.jpg,159,1382.45,1757.525,112.569,1375,1744,19,26,20.77,9.747,115.039,28.425,255,100,1376,1748,129.289,14.162,15.2585
2984,cells4.jpg,160,3318.5,2275.944,106.468,3303,2266,26,25,20.98,9.71,146.753,33.302,255,100,3303,2269,138.652,19.077,15.345
42,cells4.jpg,161,3652.009,11.339,95.497,3631,5,38,15,27.041,7.581,168.852,38.013,255,100,3631,9,178.493,12.998,17.311
1372,cells4.jpg,161,3456.55,994.332,103.154,3447,981,17,29,20.84,9.837,78.695,29.428,255,100,3454,1010,80.218,16.623,15.3385
1614,cells4.jpg,161,1053.053,1165.239,86.569,1040,1158,22,18,17.302,11.848,133.498,25.612,255,100,1040,1159,141.34,15.522,14.575
1628,cells4.jpg,162,3166.623,1184.204,107.74,3159,1170,21,32,23.267,8.865,65.35,37.216,255,100,3161,1202,59.3,15.478,16.066
3437,cells4.jpg,162,1809.5,2755.278,84.669,1798,2745,20,21,18.715,11.021,110.87,26.249,255,100,1798,2746,130.365,17.701,14.868
2004,cells4.jpg,163,1881.015,1474.776,91.497,1867,1463,23,20,18.459,11.243,18.492,26.926,255,100,1867,1477,31.329,13.864,14.851
2274,cells4.jpg,164,3862.079,1730.573,116.468,3852,1720,26,28,16.467,12.681,72.566,30.232,255,100,3853,1742,34.216,23.537,14.574
1177,cells4.jpg,165,3350.918,843.967,113.882,3341,835,19,22,16.451,12.77,110.813,27.803,255,100,3341,835,127.694,17.948,14.6105
2888,cells4.jpg,165,3324.367,2193.652,105.841,3313,2187,24,16,17.092,12.292,37.48,27.785,255,100,3313,2201,30.256,16,14.692
2573,cells4.jpg,166,2401.464,1951.94,70.77,2388,1941,24,17,18.081,11.689,12.178,24.331,255,100,2388,1956,9.462,16.971,14.885
2631,cells4.jpg,166,2684.771,1985.319,83.497,2677,1975,17,23,19.807,10.671,118.425,24.083,255,100,2678,1978,131.634,12.745,15.239
2717,cells4.jpg,166,1553.337,2054.373,95.397,1544,2043,21,24,17.904,11.805,124.286,25.239,255,100,1544,2045,146.31,17.522,14.8545
3656,cells4.jpg,166,1163.723,3008.542,72.669,1156,2999,20,19,16.184,13.06,41.794,22.804,255,100,1158,3018,37.875,17.215,14.622
2405,cells4.jpg,167,2596.033,1824.308,61.941,2587,1816,18,17,18.935,11.229,133.241,22.204,255,100,2587,1817,144.162,14.849,15.082
3560,cells4.jpg,167,1503.698,2913.422,95.497,1491,2899,23,27,21.738,9.782,123.469,27.459,255,100,1501,2899,100.491,13.59,15.76
751,cells4.jpg,168,169.47,558.22,115.054,160,543,19,29,19.612,10.907,74.49,31.016,255,100,168,572,69.228,18.058,15.2595
852,cells4.jpg,168,1467.161,625.631,88.912,1456,614,27,22,21.589,9.908,36.677,30.887,255,100,1456,629,29.055,14.176,15.7485
1736,cells4.jpg,168,642.107,1261.577,93.841,633,1250,20,23,17.438,12.266,42.615,25.08,255,100,635,1273,66.501,17.839,14.852
3341,cells4.jpg,168,3323.024,2647.339,81.497,3315,2636,15,22,17.448,12.26,99.909,24.413,255,100,3316,2638,124.992,14.767,14.854
1092,cells4.jpg,169,892.151,783.654,62.184,882,775,20,16,21.296,10.104,26.548,22.804,255,100,882,789,37.875,13.034,15.7
1138,cells4.jpg,169,3372.814,819.121,144.468,3358,808,28,22,17.771,12.108,168.144,28.16,255,100,3358,815,173.884,21.009,14.9395
2222,cells4.jpg,169,2815.967,1689.263,95.497,2807,1673,16,30,21.326,10.09,85.884,30.265,255,100,2811,1703,82.405,16,15.708
2625,cells4.jpg,169,3958.435,1980.831,64.184,3951,1971,16,22,21.081,10.207,127.535,24.166,255,100,3953,1971,114.444,12.084,15.644
3683,cells4.jpg,169,3844.601,3028.204,111.64,3830,3020,30,20,20.128,10.69,11.391,30.15,255,100,3830,3026,174.289,15.883,15.409
1123,cells4.jpg,170,1405.347,811.424,92.811,1394,799,27,27,28.714,7.538,134.944,35.384,255,100,1397,800,132.709,12.8,18.126
1147,cells4.jpg,170,2191.259,824.706,77.355,2186,814,14,22,18.418,11.752,94.555,22.804,255,100,2190,814,105.255,14,15.085
1159,cells4.jpg,170,3832.447,828.753,107.397,3816,823,31,14,23.586,9.177,174.209,31.575,255,100,3816,823,169.046,13.33,16.3815
2134,cells4.jpg,170,220.606,1594.447,56.426,213,1585,18,18,17.513,12.359,53.838,19.235,255,100,216,1603,62.103,15.802,14.936
3381,cells4.jpg,170,1236.353,2695.859,82.426,1230,2683,13,25,22.897,9.453,103.318,26.926,255,100,1232,2683,111.801,11.763,16.175
135,cells4.jpg,171,1607.909,83.681,93.74,1597,76,26,17,22.089,9.857,23.879,26.833,255,100,1599,93,26.565,14.621,15.973
235,cells4.jpg,171,427.19,180.535,68.77,418,172,17,19,18.363,11.857,52.594,21.932,255,100,418,188,46.848,14.723,15.11
1617,cells4.jpg,171,146.57,1174.43,104.811,136,1159,17,28,21.306,10.219,68.521,29.732,255,100,143,1187,70.346,15.504,15.7625
2494,cells4.jpg,171,1275.74,1889.465,73.012,1265,1882,19,15,16.717,13.024,171.841,19.925,255,100,1265,1888,162.474,15,14.8705
239,cells4.jpg,172,3084.965,182.965,80.326,3072,174,23,17,20.704,10.578,23.048,23.345,255,100,3072,184,9.866,14.414,15.641
241,cells4.jpg,172,1136.488,189.628,73.841,1131,177,13,25,22.303,9.819,76.527,25.318,255,100,1134,202,80.91,12.474,16.061
1605,cells4.jpg,172,319.645,1161.157,90.083,308,1153,22,22,22.512,9.728,39.274,29.732,255,100,308,1175,47.726,13.78,16.12
2587,cells4.jpg,172,111.273,1959.355,94.669,104,1949,19,22,15.584,14.053,128.198,25.612,255,100,107,1949,128.66,18.577,14.8185
1222,cells4.jpg,173,806.957,876.552,89.154,798,866,20,20,18.359,11.998,19.782,22.804,255,100,800,885,37.875,18.053,15.1785
2020,cells4.jpg,173,1426.997,1494.829,93.012,1420,1478,14,30,28.687,7.678,95.677,33.106,255,100,1420,1478,115.017,13.45,18.1825
2345,cells4.jpg,173,40.454,1781.303,108.326,27,1774,26,20,25.083,8.782,25.114,30.017,255,100,27,1792,29.982,13.218,16.9325
380,cells4.jpg,174,2382.471,310.621,103.255,2371,296,23,28,22.744,9.741,116.859,28.653,255,100,2374,298,119.249,16.298,16.2425
2602,cells4.jpg,174,869.523,1968.282,80.083,857,1961,24,15,23.875,9.279,153.482,26.833,255,100,857,1964,153.435,11.949,16.577
881,cells4.jpg,175,4078.037,653.409,137.539,4068,634,15,40,28.068,7.938,91.155,41.231,255,100,4072,674,75.964,14.667,18.003
1525,cells4.jpg,175,3059.483,1116.934,106.225,3051,1098,19,32,23.747,9.383,119.583,32.985,255,100,3056,1098,104.036,15.652,16.565
3143,cells4.jpg,175,1925.426,2437.169,90.083,1914,2425,23,22,20.837,10.694,137.291,24.698,255,100,1914,2433,158.629,15.369,15.7655
46,cells4.jpg,177,1418.754,11.444,71.598,1408,6,22,12,19.973,11.284,177.738,23.77,255,100,1408,6,157.751,12,15.6285
93,cells4.jpg,177,3843.534,57.359,94.912,3828,42,28,26,28.466,7.917,38.575,33.941,255,100,3832,68,45,13.328,18.1915
144,cells4.jpg,177,701.579,96.602,135.539,689,82,23,31,25.35,8.89,56.239,34.482,255,100,690,112,60.461,15.443,17.12
941,cells4.jpg,177,108.822,689.669,96.912,100,676,21,24,20.675,10.9,108.419,26.401,255,100,100,680,142.696,16.1,15.7875
2286,cells4.jpg,178,753.949,1738.433,103.154,742,1727,23,25,17.233,13.151,136.92,27.313,255,100,753,1727,113.749,20.955,15.192
969,cells4.jpg,179,1524.723,704.193,121.64,1508,695,30,23,25.432,8.962,152.127,36.056,255,100,1508,698,146.31,16.006,17.197
2250,cells4.jpg,179,1500.969,1704.388,78.669,1490,1696,19,21,16.847,13.528,146.49,24.187,255,100,1495,1696,119.745,18.157,15.1875
967,cells4.jpg,180,3107.789,704.483,85.012,3101,693,15,29,25.427,9.013,81.432,29.428,255,100,3105,722,80.218,14.546,17.22
1565,cells4.jpg,180,2180.406,1141.389,106.912,2169,1129,24,22,22.254,10.299,147.334,28.601,255,100,2170,1134,143.531,16.681,16.2765
218,cells4.jpg,181,389.246,169.384,100.326,372,159,29,23,27.232,8.463,141.951,33.615,255,100,372,160,149.621,13.72,17.8475
607,cells4.jpg,181,2175.428,458.539,120.953,2159,447,31,22,22.624,10.186,143.527,32.894,255,100,2159,453,160.463,17.424,16.405
2339,cells4.jpg,182,4087.5,1857,364.828,4087,1766,1,182,205.365,1.128,90,182.003,255,100,4087,1766,90.315,1,103.2465
2686,cells4.jpg,182,667.868,2027.341,100.326,652,2018,31,18,29.049,7.977,160.09,33.287,255,100,652,2018,147.265,12.127,18.513
48,cells4.jpg,183,2661.697,13.795,65.941,2652,6,21,15,17.562,13.268,170.168,22.136,255,100,2652,12,161.565,14.636,15.415
282,cells4.jpg,183,1975.068,230.91,130.953,1959,214,28,32,28.04,8.31,46.192,36.715,255,100,1964,246,60.642,13.259,18.175
3678,cells4.jpg,183,2177.041,3027.948,71.355,2168,3016,16,23,20.721,11.245,62.822,24.698,255,100,2175,3039,68.629,14.991,15.983
1089,cells4.jpg,184,1711.766,779.647,84.184,1695,772,30,16,22.271,10.519,159.013,31.953,255,100,1695,772,159.864,14.905,16.395
1813,cells4.jpg,184,2217.033,1316.054,56.284,2208,1309,20,13,18.856,12.424,173.031,21.932,255,100,2208,1312,155.772,13,15.64
1013,cells4.jpg,186,1127.968,727.591,111.882,1116,719,30,19,21.421,11.055,178.63,31.623,255,100,1116,738,18.435,19,16.238
3454,cells4.jpg,186,3381.306,2775.855,59.598,3370,2768,21,16,19.059,12.425,157.492,22.136,255,100,3370,2772,161.565,14.849,15.742
451,cells4.jpg,187,3200.623,366.003,102.569,3189,349,20,34,32.561,7.312,69.106,35.468,255,100,3194,382,68.499,12.271,19.9365
1512,cells4.jpg,187,2772.11,1092.858,97.497,2763,1082,21,22,18.852,12.63,56.935,25.807,255,100,2763,1102,35.538,15.483,15.741
2682,cells4.jpg,187,1536.687,2023.912,99.497,1522,2012,23,23,17.115,13.911,91.179,25.239,255,100,1522,2019,146.31,20.925,15.513
2936,cells4.jpg,187,816.361,2245.286,131.64,801,2227,25,32,24.814,9.595,60.446,37.216,255,100,805,2259,59.3,21.663,17.2045
160,cells4.jpg,188,641.463,109.58,114.811,622,101,33,17,23.283,10.281,170.885,34.785,255,100,622,104,161.565,15.699,16.782
992,cells4.jpg,188,3351.394,729.261,112.912,3342,709,17,35,27.003,8.864,107.07,37.577,255,100,3343,710,115.201,15.827,17.9335
1642,cells4.jpg,188,1130.037,1188.144,88.912,1119,1176,22,22,19.086,12.541,37.529,25.554,255,100,1119,1192,30.579,16.507,15.8135
3340,cells4.jpg,188,3240.069,2645.676,69.012,3231,2636,21,18,16.445,14.556,171.182,21.095,255,100,3231,2644,174.56,16.994,15.5005
141,cells4.jpg,189,1557.78,90.981,101.154,1546,81,22,24,18.671,12.888,133.288,25.632,255,100,1554,81,110.556,19.632,15.7795
1651,cells4.jpg,189,2064.41,1193.341,73.255,2052,1182,23,22,28.277,8.51,39.118,29.698,255,100,2053,1203,45,11.121,18.3935
2772,cells4.jpg,189,634.738,2105.849,150.61,619,2091,31,26,25.297,9.513,139.343,36.359,255,100,619,2096,148.496,16.263,17.405
2155,cells4.jpg,190,1511.958,1616.884,132.711,1492,1605,38,21,24.402,9.914,9.723,38.328,255,100,1492,1619,172.504,19.941,17.158
2385,cells4.jpg,190,1508.637,1806.532,72.184,1495,1800,24,16,22.674,10.669,150.484,28.302,255,100,1495,1801,147.995,13.46,16.6715
3618,cells4.jpg,190,1731.721,2970.1,127.296,1711,2958,33,21,24.663,9.809,27.576,35.847,255,100,1711,2978,30.141,17.579,17.236
480,cells4.jpg,191,2190.777,372.264,59.113,2183,363,18,17,16.521,14.72,85.229,18.974,255,100,2183,370,161.565,16.373,15.6205
3574,cells4.jpg,192,1950.078,2925.536,121.296,1938,2914,28,22,21.731,11.249,25.158,33.015,255,100,1939,2933,35.134,17.278,16.49
373,cells4.jpg,193,1864.225,302.982,113.64,1853,291,23,25,21.781,11.282,58.116,27.785,255,100,1858,315,59.744,18.303,16.5315
734,cells4.jpg,193,137.495,541.293,76.326,129,531,20,20,16.376,15.006,58.591,21.932,255,100,132,551,65.772,17.709,15.691
832,cells4.jpg,193,2823.096,611.484,91.154,2810,603,26,16,22.374,10.983,8.95,27.203,255,100,2810,617,17.103,15.402,16.6785
1698,cells4.jpg,193,418.723,1223.023,70.184,409,1216,19,17,17.075,14.392,178.161,20.616,255,100,412,1230,39.094,16.735,15.7335
106,cells4.jpg,194,1460.603,64.18,122.225,1446,55,31,18,23.443,10.537,14.689,32.573,255,100,1446,65,17.879,14.731,16.99
161,cells4.jpg,194,3133.696,110.304,92.912,3119,101,26,19,24.302,10.164,28.712,29.069,255,100,3119,114,26.565,13.864,17.233
