 ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret
741,C2-Adipocites (2).tif,102,3218.48,2630.363,68.77,3214,2618,11,23,17.122,7.585,83.163,23.195,255,100,3215,2641,82.569,11
130,C2-Adipocites (2).tif,103,1310.684,648.617,52.527,1302,642,15,12,12.527,10.469,37.053,17.205,255,100,1302,653,35.538,12
148,C2-Adipocites (2).tif,103,829.529,704.714,74.426,821,698,19,13,13.017,10.075,9.291,21.024,255,100,821,709,25.346,12.728
256,C2-Adipocites (2).tif,103,3984.859,964.917,65.355,3977,957,16,16,15.658,8.376,42.186,20,255,100,3977,970,36.87,12.69
685,C2-Adipocites (2).tif,103,2807.316,2295.684,51.698,2800,2289,13,14,11.876,11.043,85.391,15.811,255,100,2800,2291,145.305,12.969
55,C2-Adipocites (2).tif,104,1612.125,280.26,80.184,1597,272,27,13,20.793,6.368,13.157,27.893,255,100,1597,284,14.534,10.413
476,C2-Adipocites (2).tif,104,1062.769,1631.231,70.77,1056,1621,11,21,19.626,6.747,86.231,21.954,255,100,1056,1640,59.931,10.983
759,C2-Adipocites (2).tif,104,2291.885,2699.942,63.941,2283,2694,18,11,17.207,7.696,157.749,20.248,255,100,2284,2694,147.095,10.27
788,C2-Adipocites (2).tif,104,1117.904,2921.663,89.497,1109,2910,19,21,16.773,7.895,135.653,25.495,255,100,1109,2910,138.18,13.435
583,C2-Adipocites (2).tif,105,1156.814,1943.614,76.426,1152,1934,13,22,17.283,7.735,78.375,23.087,255,100,1158,1956,72.35,11.859
634,C2-Adipocites (2).tif,105,3597.776,2092.357,65.355,3588,2087,21,10,17.798,7.512,1.014,21.213,255,100,3588,2094,8.13,9.333
643,C2-Adipocites (2).tif,105,2367.948,2127.681,62.184,2361,2120,15,18,18.622,7.179,55.583,22.204,255,100,2361,2138,54.162,10
690,C2-Adipocites (2).tif,105,2200.09,2321.49,59.355,2192,2312,14,19,16.427,8.139,109.712,19.235,255,100,2200,2312,98.973,12.522
780,C2-Adipocites (2).tif,105,1512.51,2805.452,47.355,1503,2800,18,12,14.759,9.058,168.514,18.248,255,100,1503,2803,170.538,11.157
12,C2-Adipocites (2).tif,106,3846.179,36.255,81.598,3840,27,14,18,13.438,10.044,93.142,20,255,100,3842,27,126.87,13.453
246,C2-Adipocites (2).tif,106,2409.075,923,79.841,2398,916,19,16,12.688,10.637,154.181,22.204,255,100,2398,919,144.162,14.709
544,C2-Adipocites (2).tif,106,1434.981,1825.292,68.284,1429,1813,12,23,18.212,7.411,119.273,23.77,255,100,1429,1813,104.621,11.27
772,C2-Adipocites (2).tif,106,1364.868,2747.821,98.912,1345,2740,37,12,22.649,5.959,177.686,37.336,255,100,1345,2747,172.304,11.781
812,C2-Adipocites (2).tif,106,903.028,3049.651,69.113,893,3044,20,11,16.012,8.429,16.175,21.541,255,100,893,3052,21.801,10.51
22,C2-Adipocites (2).tif,107,3191.846,112.762,74.527,3185,106,19,16,14.604,9.328,29.011,22.204,255,100,3186,121,35.838,14.977
165,C2-Adipocites (2).tif,107,3881.304,769.21,54.87,3874,760,13,19,15.265,8.925,52.715,19.925,255,100,3878,779,72.474,12.374
208,C2-Adipocites (2).tif,107,3895.023,854.528,69.941,3882,847,23,13,18.167,7.499,166.14,23.195,255,100,3882,855,172.569,11.303
308,C2-Adipocites (2).tif,107,2266.192,1095.78,71.355,2261,1082,12,27,24.867,5.479,111.524,28.231,255,100,2261,1083,112.932,8.895
605,C2-Adipocites (2).tif,107,1549.35,2004.238,66.426,1538,1999,22,11,19.855,6.862,17.529,23.087,255,100,1538,2006,17.65,10.27
727,C2-Adipocites (2).tif,107,2619.949,2516.042,89.841,2611,2510,22,14,15.792,8.627,155.184,23.259,255,100,2611,2511,154.537,13.825
166,C2-Adipocites (2).tif,108,723.111,770.87,97.497,709,762,28,18,23.818,5.773,148.755,31.623,255,100,711,762,145.305,11.85
211,C2-Adipocites (2).tif,108,2032.352,859.574,54.527,2025,849,15,16,13.278,10.356,109.501,18.358,255,100,2029,849,119.358,13.873
320,C2-Adipocites (2).tif,109,2066.876,1129.179,71.113,2061,1116,14,22,15.8,8.784,87.57,23.409,255,100,2067,1116,109.983,13.222
421,C2-Adipocites (2).tif,109,1964.72,1458.913,69.355,1954,1451,23,13,20.603,6.736,167.865,25.495,255,100,1954,1451,154.44,10.439
501,C2-Adipocites (2).tif,109,2590.564,1702.005,63.941,2584,1689,13,26,27.701,5.01,65.769,29.069,255,100,2584,1715,63.435,6.923
627,C2-Adipocites (2).tif,109,2119.179,2066.17,63.598,2107,2060,20,14,17.697,7.842,165.784,21.932,255,100,2107,2064,155.772,12.08
756,C2-Adipocites (2).tif,109,2126.032,2676.583,44.627,2120,2671,12,13,13.296,10.438,125.91,16.279,255,100,2120,2671,132.51,11.571
138,C2-Adipocites (2).tif,110,817.418,676.118,57.456,809,670,14,14,13.19,10.619,17.499,17.205,255,100,813,684,54.462,13.416
170,C2-Adipocites (2).tif,110,3601.918,784.864,64.527,3596,776,13,19,16.285,8.6,105.893,19.416,255,100,3599,795,78.111,12.775
173,C2-Adipocites (2).tif,110,2967.755,787.245,80.083,2960,781,18,14,14.459,9.686,28.698,19.723,255,100,2961,795,30.466,13.576
76,C2-Adipocites (2).tif,111,3241.788,379.779,101.054,3230,373,25,15,18.17,7.778,175.304,25.495,255,100,3230,382,11.31,13.419
508,C2-Adipocites (2).tif,111,2266.68,1703.23,118.468,2249,1697,33,14,20.65,6.844,3.73,33.136,255,100,2249,1704,5.194,13.774
586,C2-Adipocites (2).tif,111,1586.149,1953.203,93.983,1576,1943,19,18,13.299,10.627,144.097,20.248,255,100,1576,1951,159.775,16.373
696,C2-Adipocites (2).tif,111,3437.671,2339.473,94.669,3427,2331,25,15,20.148,7.015,161.579,28.302,255,100,3428,2331,147.995,12.965
56,C2-Adipocites (2).tif,112,2077.875,306,73.012,2073,291,9,27,25.453,5.603,88.341,27.459,255,100,2075,318,79.509,8.086
296,C2-Adipocites (2).tif,112,2358.339,1054.054,72.426,2347,1044,21,17,18.546,7.689,145.874,23.707,255,100,2347,1048,152.354,11.906
464,C2-Adipocites (2).tif,112,758.857,1587.223,83.598,751,1579,21,18,15.691,9.088,51.722,25.239,255,100,751,1596,33.69,15.205
344,C2-Adipocites (2).tif,113,1964.96,1236.075,97.74,1948,1227,27,16,17.711,8.124,19.557,27.659,255,100,1948,1237,12.529,14.546
515,C2-Adipocites (2).tif,113,2249.527,1736.438,57.113,2242,1728,13,18,17.176,8.376,85.916,18.974,255,100,2245,1728,108.435,11.717
554,C2-Adipocites (2).tif,113,1849.845,1849.704,57.698,1839,1844,21,13,17.926,8.026,163.499,21.213,255,100,1839,1848,171.87,10.672
604,C2-Adipocites (2).tif,113,2419.721,2010.146,93.154,2410,1998,19,22,17.883,8.045,63.695,24.166,255,100,2414,2020,65.556,12.828
205,C2-Adipocites (2).tif,114,1108.851,847,92.326,1095,836,30,21,29.783,4.874,35.636,34.986,255,100,1095,855,30.964,8.771
312,C2-Adipocites (2).tif,114,480.105,1098.544,98.669,471,1090,19,18,15.756,9.212,179.914,22.023,255,100,472,1094,140.528,18
555,C2-Adipocites (2).tif,114,2377.491,1857.14,66.77,2367,1846,18,22,17.49,8.299,53.777,23.087,255,100,2376,1868,72.35,13.4
771,C2-Adipocites (2).tif,114,1156.693,2746.763,99.154,1147,2733,22,26,19.322,7.512,113.739,27.803,255,100,1147,2739,142.306,14.016
96,C2-Adipocites (2).tif,115,2478.187,465.848,84.669,2468,456,19,20,17.753,8.248,43.014,25.495,255,100,2469,476,48.18,12.176
98,C2-Adipocites (2).tif,115,2016.413,478.735,87.74,2006,473,20,15,15.741,9.302,3.844,20.396,255,100,2006,478,168.69,15
113,C2-Adipocites (2).tif,115,2435.9,556.752,67.941,2426,550,18,14,17.119,8.553,148.083,22.204,255,100,2426,550,144.162,12.999
240,C2-Adipocites (2).tif,115,2578.961,914.126,103.154,2568,903,21,22,16.014,9.143,40.784,23.77,255,100,2575,925,67.751,13.435
471,C2-Adipocites (2).tif,115,266.874,1615.3,76.426,254,1608,21,13,19.479,7.517,14.329,23.707,255,100,254,1619,27.646,11.184
162,C2-Adipocites (2).tif,116,2451.267,753.052,63.113,2443,745,15,16,14.526,10.168,111.063,17.692,255,100,2444,748,132.709,13.685
559,C2-Adipocites (2).tif,116,697.353,1865.491,104.083,683,1859,29,14,20.629,7.16,176.015,29.275,255,100,683,1871,7.853,13.037
665,C2-Adipocites (2).tif,116,3538.845,2208.017,73.012,3530,2200,17,20,16.398,9.007,131.314,21.541,255,100,3535,2200,111.801,13.269
801,C2-Adipocites (2).tif,116,1214.474,3026.414,65.355,1207,3017,14,19,20.376,7.249,120.586,21.954,255,100,1210,3017,120.069,9.649
107,C2-Adipocites (2).tif,117,1081.731,527.577,69.598,1072,520,22,15,18.936,7.867,24.854,24.187,255,100,1073,533,29.745,12.278
261,C2-Adipocites (2).tif,117,3739.645,985.594,80.426,3733,976,13,18,14.599,10.204,77.317,21.095,255,100,3733,994,58.57,13
791,C2-Adipocites (2).tif,117,1388.662,2939.56,81.012,1381,2926,17,22,14.155,10.524,94.67,22.804,255,100,1383,2948,74.745,17
357,C2-Adipocites (2).tif,118,3456.907,1268.415,88.912,3445,1261,20,21,12.906,11.641,41.687,21.587,255,100,3458,1282,76.608,18.125
431,C2-Adipocites (2).tif,118,3962.169,1473.686,72.385,3947,1470,32,7,25.737,5.838,176.523,32.14,255,100,3947,1471,174.644,7
451,C2-Adipocites (2).tif,118,2530.856,1545.492,105.397,2517,1539,26,16,17.368,8.65,6.579,26.683,255,100,2517,1543,167.005,15.628
21,C2-Adipocites (2).tif,119,3564.458,110.483,83.355,3550,105,31,10,24.791,6.112,176.678,31.064,255,100,3550,110,176.309,9.387
185,C2-Adipocites (2).tif,119,3705.626,813.962,69.698,3697,805,19,14,16.91,8.96,171.755,19.925,255,100,3697,812,162.474,13.8
221,C2-Adipocites (2).tif,119,2301.609,882.071,92.669,2295,868,19,26,18.451,8.212,100.272,26.173,255,100,2298,868,96.582,17.682
227,C2-Adipocites (2).tif,119,3415.021,885.525,66.184,3407,874,14,20,17.957,8.438,69.456,21.541,255,100,3408,894,68.199,11.314
311,C2-Adipocites (2).tif,119,1167.113,1093.366,48.87,1159,1088,15,12,13.245,11.439,161.604,15.811,255,100,1159,1090,161.565,12
327,C2-Adipocites (2).tif,119,3692.912,1155.626,84.669,3683,1147,22,18,13.354,11.346,160.907,22.804,255,100,3683,1152,164.745,16.547
416,C2-Adipocites (2).tif,119,2859.794,1437.567,95.255,2845,1427,25,20,14.154,10.705,8.068,26.571,255,100,2845,1438,160.201,18.552
636,C2-Adipocites (2).tif,119,1575.811,2105.735,107.983,1569,2092,15,25,16.81,9.013,96.629,25.318,255,100,1572,2117,80.91,15
188,C2-Adipocites (2).tif,120,2974.225,822.025,81.255,2964,815,24,15,19.607,7.793,14.522,25.298,255,100,2964,827,18.435,12.649
254,C2-Adipocites (2).tif,120,1984.292,956.875,68.426,1978,948,14,19,17.123,8.923,111.189,21.954,255,100,1980,948,120.069,12.854
479,C2-Adipocites (2).tif,120,52.042,1633.333,95.74,43,1626,18,18,16.604,9.202,138.417,24.083,255,100,43,1626,138.366,16.247
626,C2-Adipocites (2).tif,120,1997.042,2067.583,57.698,1990,2059,15,16,15.769,9.689,58.951,18.601,255,100,1990,2073,36.254,12.172
503,C2-Adipocites (2).tif,121,1929.302,1704.037,86.912,1920,1693,21,19,19.103,8.065,137.961,23.022,255,100,1922,1696,145.62,14.056
632,C2-Adipocites (2).tif,121,2301.624,2087.806,106.811,2289,2075,27,28,28.434,5.418,42.337,36.878,255,100,2290,2103,49.399,10.949
672,C2-Adipocites (2).tif,121,2907.599,2240.971,74.184,2903,2226,10,30,24.122,6.387,89.927,30.067,255,100,2904,2256,86.186,9.989
180,C2-Adipocites (2).tif,122,3686.18,810.918,97.497,3673,799,21,22,19.533,7.952,124.539,29.069,255,100,3673,799,130.815,14.758
103,C2-Adipocites (2).tif,123,2412.752,507.858,88.569,2406,498,15,20,16.373,9.565,121.212,23.324,255,100,2406,498,120.964,14.209
161,C2-Adipocites (2).tif,123,3876.28,752.963,66.87,3872,741,12,23,18.836,8.314,86.387,23.345,255,100,3872,764,80.134,12
236,C2-Adipocites (2).tif,123,1159.183,904.224,84.912,1153,894,13,22,16.415,9.541,79.704,22.091,255,100,1156,916,84.806,12.528
239,C2-Adipocites (2).tif,123,2417.118,911.63,107.397,2404,902,26,15,18.107,8.649,172.164,26.926,255,100,2404,909,164.932,15
244,C2-Adipocites (2).tif,123,1801.435,925.272,66.87,1792,915,19,16,14.585,10.738,39.992,19.235,255,100,1792,931,8.973,15.981
587,C2-Adipocites (2).tif,123,2176.915,1950.508,81.841,2159,1943,30,11,25.408,6.164,6.326,30.15,255,100,2159,1953,5.711,11
764,C2-Adipocites (2).tif,123,711.419,2720.711,95.497,697,2710,25,20,22.259,7.036,40.49,30.48,255,100,697,2730,41.009,12.021
748,C2-Adipocites (2).tif,124,2791.758,2660.105,92.083,2785,2644,17,25,16.211,9.739,88.219,25.179,255,100,2790,2669,83.157,16.807
42,C2-Adipocites (2).tif,125,3900.892,214.788,61.941,3893,204,16,19,16.684,9.539,104.914,20.125,255,100,3897,204,116.565,13.313
163,C2-Adipocites (2).tif,125,2112.124,760.1,96.811,2104,748,16,25,16.434,9.684,97.673,25.08,255,100,2111,748,94.574,14.045
201,C2-Adipocites (2).tif,125,1782.46,839.076,46.385,1778,830,10,16,16.329,9.747,96.829,17.493,255,100,1778,831,120.964,10
267,C2-Adipocites (2).tif,125,3207.052,1002.716,69.598,3201,993,15,21,18.396,8.652,64.55,23.431,255,100,3201,1014,50.194,12.046
331,C2-Adipocites (2).tif,125,1825.66,1173.644,85.841,1817,1163,18,22,16.687,9.538,56.175,23.854,255,100,1822,1185,56.976,15.077
570,C2-Adipocites (2).tif,125,3547.5,1898.188,73.941,3539,1889,20,14,17.845,8.919,162.801,22.361,255,100,3539,1893,153.435,13.718
593,C2-Adipocites (2).tif,125,1327.692,1967.444,69.841,1320,1957,15,18,14.854,10.715,89.012,20.248,255,100,1323,1974,57.095,14.463
809,C2-Adipocites (2).tif,126,2633.373,3047.548,100.811,2621,3040,28,17,22.718,7.062,163.774,30.414,255,100,2621,3043,152.592,14.067
68,C2-Adipocites (2).tif,127,2918.146,348.516,93.012,2909,340,18,16,13.508,11.971,166.467,19.849,255,100,2913,341,130.914,16
427,C2-Adipocites (2).tif,127,847.98,1466.217,75.841,840,1458,18,21,14.719,10.986,87.445,21.932,255,100,840,1459,114.228,17.489
455,C2-Adipocites (2).tif,127,2520.681,1562.358,95.74,2510,1555,20,18,15.043,10.749,144.254,22.804,255,100,2515,1555,127.875,16.128
51,C2-Adipocites (2).tif,128,1756.469,250.852,72.77,1750,240,14,19,16.406,9.934,59.23,20.125,255,100,1750,258,63.435,13.741
284,C2-Adipocites (2).tif,128,1939.398,1032.477,72.527,1929,1023,18,19,17.222,9.463,51.96,25.456,255,100,1929,1041,45,13.923
105,C2-Adipocites (2).tif,129,2387.484,520.477,90.083,2372,512,28,15,20.464,8.026,12.465,28.284,255,100,2372,521,171.87,15
514,C2-Adipocites (2).tif,129,1270.26,1739.105,110.711,1257,1728,28,18,16.616,9.885,174.022,28.284,255,100,1257,1742,8.13,18
760,C2-Adipocites (2).tif,129,2884.376,2703.143,108.811,2870,2695,27,20,18.858,8.71,153.696,27.893,255,100,2870,2699,165.466,14.8
381,C2-Adipocites (2).tif,130,1556.408,1329.646,77.012,1547,1317,20,21,18.598,8.9,125.277,22.472,255,100,1553,1317,110.854,15.127
518,C2-Adipocites (2).tif,130,1745.215,1750.123,76.184,1738,1739,15,23,15.448,10.715,61.554,24.042,255,100,1740,1762,73.072,13.859
528,C2-Adipocites (2).tif,130,1268.5,1769.731,88.669,1260,1762,18,19,15.214,10.879,111.654,20.616,255,100,1263,1762,112.834,17.262
751,C2-Adipocites (2).tif,130,3086.708,2666.138,69.355,3078,2658,19,20,19.876,8.328,44.106,25.456,255,100,3079,2678,45,12.021
482,C2-Adipocites (2).tif,131,1105.302,1645.927,73.941,1096,1636,19,21,17.78,9.381,139.174,24.698,255,100,1096,1636,121.759,15.461
645,C2-Adipocites (2).tif,131,1952.401,2136.523,102.811,1942,2125,19,20,14.541,11.47,97.386,23.324,255,100,1945,2125,120.964,16.595
19,C2-Adipocites (2).tif,132,3938.682,95.295,69.355,3925,91,25,9,23.851,7.047,176.468,25.495,255,100,3925,94,168.69,9
75,C2-Adipocites (2).tif,132,2278.53,370.083,72.527,2265,363,22,12,19.467,8.633,15.543,24.597,255,100,2265,375,26.565,12
243,C2-Adipocites (2).tif,133,2304.259,922.914,109.397,2296,912,19,23,14.791,11.449,43.017,26.249,255,100,2298,935,49.635,19
314,C2-Adipocites (2).tif,133,2339.124,1103.575,84.042,2332,1097,20,13,14.947,11.329,5.242,20.881,255,100,2332,1099,163.301,13
563,C2-Adipocites (2).tif,133,686.598,1882.936,106.326,676,1872,21,18,14.899,11.366,37.836,22.627,255,100,678,1889,45,18
575,C2-Adipocites (2).tif,133,619.568,1915.335,81.255,612,1905,17,19,19.676,8.607,56.4,24.083,255,100,612,1924,48.366,14.328
577,C2-Adipocites (2).tif,133,3381.282,1929.102,89.255,3371,1915,22,25,25.26,6.704,129.988,30.61,255,100,3374,1915,128.367,10.932
763,C2-Adipocites (2).tif,133,731.883,2715.718,73.941,722,2707,26,13,20.108,8.422,168.619,27.203,255,100,722,2707,162.897,12.965
498,C2-Adipocites (2).tif,134,862.485,1693.978,96.669,854,1685,19,16,13.975,12.209,7.239,21.401,255,100,856,1686,142.595,16
548,C2-Adipocites (2).tif,134,1372.739,1836.478,75.841,1366,1829,17,15,16.465,10.362,50.065,22.023,255,100,1366,1844,39.472,13.95
654,C2-Adipocites (2).tif,134,2192.388,2180.41,77.012,2189,2166,7,31,29.891,5.708,90.249,31.145,255,100,2192,2166,95.528,7
667,C2-Adipocites (2).tif,134,844.687,2212.836,103.983,836,2203,17,22,15.242,11.194,78.774,22.204,255,100,842,2225,82.235,16.546
747,C2-Adipocites (2).tif,134,2529.59,2652.701,101.497,2515,2644,29,16,18.39,9.277,2.829,29.155,255,100,2515,2657,5.906,15.421
792,C2-Adipocites (2).tif,134,1328.94,2940.209,82.669,1319,2930,19,19,15.105,11.295,74.148,21.213,255,100,1319,2948,45,16.469
793,C2-Adipocites (2).tif,134,1310.739,2944.836,86.083,1300,2936,21,19,13.54,12.601,18.3,21.954,255,100,1310,2955,59.931,18.571
257,C2-Adipocites (2).tif,135,3843.048,974.796,112.083,3835,961,16,27,18.382,9.351,77.401,29.547,255,100,3836,988,66.038,15.888
432,C2-Adipocites (2).tif,135,3739.181,1481.27,86.912,3729,1473,18,17,16.046,10.712,32.054,19.849,255,100,3732,1487,40.914,15.839
17,C2-Adipocites (2).tif,136,4061.221,95.397,90.912,4052,84,18,25,16.032,10.801,97.564,25.495,255,100,4059,84,101.31,16.019
40,C2-Adipocites (2).tif,136,3502.368,213.279,87.841,3492,200,19,24,24.112,7.181,54.474,29.833,255,100,3492,223,50.44,11.301
606,C2-Adipocites (2).tif,136,2150.596,2014.86,96.083,2143,2001,17,25,18.979,9.124,97.534,27.313,255,100,2146,2001,113.749,17
612,C2-Adipocites (2).tif,136,2163.485,2031.853,75.355,2149,2027,27,13,18.231,9.498,13.459,27.019,255,100,2149,2030,177.879,13
338,C2-Adipocites (2).tif,137,569.982,1219.763,88.326,559,1208,23,21,15.176,11.494,32.317,24.042,255,100,559,1227,16.928,19.64
485,C2-Adipocites (2).tif,138,597.123,1652.428,93.497,589,1642,14,28,19.786,8.881,79.781,28.46,255,100,594,1670,71.565,14
561,C2-Adipocites (2).tif,138,1855.312,1879.645,78.77,1849,1864,16,25,17.886,9.824,114.229,25.495,255,100,1852,1864,101.31,14.575
679,C2-Adipocites (2).tif,138,3383.797,2251.804,85.497,3376,2241,20,22,19.847,8.853,123.678,26.173,255,100,3377,2241,136.548,16
703,C2-Adipocites (2).tif,138,8.58,2385.572,146.77,6,2349,5,66,53.533,3.282,89.433,66.008,255,100,8,2349,90.868,5
813,C2-Adipocites (2).tif,138,1965.507,3055.014,80.527,1950,3050,32,11,26.964,6.516,165.17,32.558,255,100,1950,3053,169.38,10.177
814,C2-Adipocites (2).tif,138,2010.159,3057.558,105.255,1992,3051,37,10,25.834,6.801,1.644,37.121,255,100,1992,3061,4.635,10
490,C2-Adipocites (2).tif,139,1681.96,1663.759,54.284,1674,1655,15,16,15.728,11.253,44.458,19.416,255,100,1676,1671,55.491,13.992
531,C2-Adipocites (2).tif,139,1516.522,1781.579,82.083,1510,1771,16,24,15.941,11.102,75.619,25,255,100,1512,1771,106.26,14.972
233,C2-Adipocites (2).tif,140,2982.329,894.007,63.355,2976,883,14,19,16.513,10.795,102.465,22.472,255,100,2977,883,122.276,13.822
37,C2-Adipocites (2).tif,141,3819.387,187.486,79.598,3808,179,23,19,16.008,11.215,151.665,24.042,255,100,3808,179,163.072,16.621
78,C2-Adipocites (2).tif,141,3141.755,396.074,71.598,3134,385,19,19,17.355,10.345,128.48,22.023,255,100,3136,385,140.528,14.526
805,C2-Adipocites (2).tif,141,1302.968,3037.762,69.598,1295,3029,19,18,19.15,9.375,135.476,22.472,255,100,1295,3031,147.724,13.59
145,C2-Adipocites (2).tif,142,2339.169,693.12,72.426,2331,684,20,19,19.109,9.461,46.002,24.083,255,100,2333,701,41.634,13.188
150,C2-Adipocites (2).tif,142,1115.88,711.69,94.912,1103,704,25,15,18.339,9.859,158.746,26.926,255,100,1103,709,158.199,13.413
656,C2-Adipocites (2).tif,143,2152.031,2177.906,70.669,2141,2167,20,22,22.544,8.076,51.041,25.456,255,100,2141,2185,45,10.94
770,C2-Adipocites (2).tif,143,795.794,2747.059,84.184,791,2731,10,33,33.211,5.482,82.484,34.205,255,100,792,2764,74.745,7.938
353,C2-Adipocites (2).tif,144,2019.799,1270.812,99.983,2007,1257,24,25,22.817,8.035,127.966,33.242,255,100,2007,1257,136.219,14.328
611,C2-Adipocites (2).tif,145,3581.424,2029.928,62.284,3572,2022,18,14,15.392,11.995,32.386,19.235,255,100,3573,2036,27.897,13.892
782,C2-Adipocites (2).tif,146,2525.781,2829.849,105.74,2513,2823,26,13,19.159,9.703,173.654,26.306,255,100,2513,2826,171.254,13
175,C2-Adipocites (2).tif,147,2960.847,801.724,106.326,2949,793,29,21,20.982,8.92,5.574,30.414,255,100,2951,814,27.408,19.663
683,C2-Adipocites (2).tif,147,2342.813,2290.663,94.912,2332,2280,21,22,21.649,8.645,36.953,28.284,255,100,2332,2302,45,15.058
709,C2-Adipocites (2).tif,147,3485.684,2384.881,71.012,3477,2377,18,15,16.841,11.114,179.287,19.849,255,100,3478,2377,139.086,14.674
70,C2-Adipocites (2).tif,148,4000.872,350.149,59.113,3992,342,18,15,16.786,11.226,156.239,19.698,255,100,3992,346,156.038,13.416
468,C2-Adipocites (2).tif,148,2318.736,1605.419,92.912,2307,1597,23,20,23.15,8.14,32.711,28.32,255,100,2309,1617,42.138,13.015
691,C2-Adipocites (2).tif,148,1289.291,2338.331,81.255,1278,2327,21,21,20.123,9.365,42.733,25,255,100,1279,2346,36.87,14.085
506,C2-Adipocites (2).tif,149,2751.883,1704.48,65.012,2744,1696,17,15,15.428,12.297,156.405,18.358,255,100,2745,1698,150.642,15
519,C2-Adipocites (2).tif,149,1854.359,1757.54,106.569,1848,1744,14,30,21.382,8.873,85.287,30.364,255,100,1850,1745,107.241,13.149
613,C2-Adipocites (2).tif,149,1767.151,2042.332,81.598,1756,2029,20,23,19.802,9.58,35.242,24.839,255,100,1758,2048,49.899,15.233
761,C2-Adipocites (2).tif,149,3014.782,2708.406,139.539,3000,2698,32,17,20.546,9.233,169.47,33.526,255,100,3000,2704,162.646,16.25
212,C2-Adipocites (2).tif,151,1994.586,860.844,92.225,1980,853,30,16,23.289,8.255,25.309,30.414,255,100,1980,865,9.462,12.893
262,C2-Adipocites (2).tif,151,3987.334,988.851,123.054,3973,976,27,23,18.577,10.349,142.286,30.48,255,100,3973,976,131.009,18.643
601,C2-Adipocites (2).tif,151,3603.911,1984.679,52.042,3597,1976,14,17,18.06,10.645,59.115,20.809,255,100,3597,1993,54.782,12.605
783,C2-Adipocites (2).tif,151,3096.123,2828.639,77.355,3085,2823,24,12,18.366,10.468,169.603,25.632,255,100,3085,2824,159.444,12
798,C2-Adipocites (2).tif,151,2677.566,2996.95,84.426,2672,2986,14,28,20.416,9.417,78.853,28.018,255,100,2674,2986,92.045,12.728
389,C2-Adipocites (2).tif,152,788.132,1358.48,116.569,774,1351,27,14,19.975,9.689,172.687,28.16,255,100,774,1355,163.496,13.703
480,C2-Adipocites (2).tif,152,2427.757,1635.842,79.841,2417,1626,22,23,24.384,7.937,141.361,28.601,255,100,2418,1626,126.469,12.8
556,C2-Adipocites (2).tif,152,1930.717,1865.414,141.924,1921,1848,24,36,23.37,8.281,107.291,37.643,255,100,1923,1848,106.991,19.29
196,C2-Adipocites (2).tif,153,1926.964,837.173,105.983,1917,826,23,19,16.854,11.558,145.624,26.249,255,100,1917,827,139.635,16.994
384,C2-Adipocites (2).tif,153,3561.526,1335.931,93.012,3550,1330,25,17,22.599,8.62,162.33,28.018,255,100,3550,1331,145.176,13.731
620,C2-Adipocites (2).tif,153,1436.167,2066.814,88.527,1431,2048,13,34,25.851,7.536,82.922,34.366,255,100,1433,2082,81.634,12.551
